,quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAMELSAD
330979,0302332121213133,167868,14511,11,75,32,"POLYGON ((-71.1968994140625 42.378836316476, -71.19140625 42.378836316476, -71.19140625 42.3747783611142, -71.1968994140625 42.3747783611142, -71.1968994140625 42.378836316476))",25,017,00606935,25017,Middlesex County
332105,0302332120303203,106586,138866,9,10,3,"POLYGON ((-71.4935302734375 42.370720143532, -71.488037109375 42.370720143532, -71.488037109375 42.3666616637327, -71.4935302734375 42.3666616637327, -71.4935302734375 42.370720143532))",25,017,00606935,25017,Middlesex County
332202,0302332103321213,223753,135083,6,3,3,"POLYGON ((-71.1309814453125 42.5975764161889, -71.12548828125 42.5975764161889, -71.12548828125 42.5935326256499, -71.1309814453125 42.5935326256499, -71.1309814453125 42.5975764161889))",25,017,00606935,25017,Middlesex County
333296,0302332121120030,412690,83229,5,2,2,"POLYGON ((-71.180419921875 42.4801999690121, -71.1749267578125 42.4801999690121, -71.1749267578125 42.4761485702545, -71.180419921875 42.4761485702545, -71.180419921875 42.4801999690121))",25,017,00606935,25017,Middlesex County
333379,0302332120300000,73483,16850,18,2,1,"POLYGON ((-71.54296875 42.4234565179383, -71.5374755859375 42.4234565179383, -71.5374755859375 42.4194014472248, -71.54296875 42.4194014472248, -71.54296875 42.4234565179383))",25,017,00606935,25017,Middlesex County
333615,0302332121303113,132747,13862,12,100,41,"POLYGON ((-71.1090087890625 42.3869514405248, -71.103515625 42.3869514405248, -71.103515625 42.382894009614, -71.1090087890625 42.382894009614, -71.1090087890625 42.3869514405248))",25,017,00606935,25017,Middlesex County
333802,0302332121013030,153054,28779,14,14,3,"POLYGON ((-71.224365234375 42.5126017157367, -71.2188720703125 42.5126017157367, -71.2188720703125 42.5085524155286, -71.224365234375 42.5085524155286, -71.224365234375 42.5126017157367))",25,017,00606935,25017,Middlesex County
334319,0302332102313322,199561,71196,11,12,6,"POLYGON ((-71.38916015625 42.6218336489166, -71.3836669921875 42.6218336489166, -71.3836669921875 42.6177914328235, -71.38916015625 42.6177914328235, -71.38916015625 42.6218336489166))",25,017,00606935,25017,Middlesex County
334971,0302332102232323,267600,17831,10,1,1,"POLYGON ((-71.6033935546875 42.5571267033212, -71.597900390625 42.5571267033212, -71.597900390625 42.5530802889558, -71.6033935546875 42.5530802889558, -71.6033935546875 42.5571267033212))",25,017,00606935,25017,Middlesex County
335165,0302332121231302,176807,96986,7,23,5,"POLYGON ((-71.21337890625 42.3382449633508, -71.2078857421875 42.3382449633508, -71.2078857421875 42.3341843859394, -71.21337890625 42.3341843859394, -71.21337890625 42.3382449633508))",25,017,00606935,25017,Middlesex County
336070,0302332121102213,151195,63302,11,36,21,"POLYGON ((-71.1749267578125 42.5004530281256, -71.16943359375 42.5004530281256, -71.16943359375 42.4964029409371, -71.1749267578125 42.4964029409371, -71.1749267578125 42.5004530281256))",25,017,00606935,25017,Middlesex County
336494,0302332121221331,265142,27755,11,25,3,"POLYGON ((-71.2847900390625 42.3341843859394, -71.279296875 42.3341843859394, -71.279296875 42.330123546342, -71.2847900390625 42.330123546342, -71.2847900390625 42.3341843859394))",25,017,00606935,25017,Middlesex County
337357,0302332120333303,143728,76961,16,46,23,"POLYGON ((-71.3836669921875 42.3057530030464, -71.378173828125 42.3057530030464, -71.378173828125 42.3016903282445, -71.3836669921875 42.3016903282445, -71.3836669921875 42.3057530030464))",25,017,00606935,25017,Middlesex County
338128,0302332121312211,124521,19506,15,109,42,"POLYGON ((-71.0870361328125 42.3747783611142, -71.08154296875 42.3747783611142, -71.08154296875 42.370720143532, -71.0870361328125 42.370720143532, -71.0870361328125 42.3747783611142))",25,017,00606935,25017,Middlesex County
338181,0302332120302232,146967,150799,13,11,3,"POLYGON ((-71.531982421875 42.36260292172, -71.5264892578125 42.36260292172, -71.5264892578125 42.3585439174971, -71.531982421875 42.3585439174971, -71.531982421875 42.36260292172))",25,017,00606935,25017,Middlesex County
338499,0302332121312212,120359,21466,12,97,29,"POLYGON ((-71.092529296875 42.370720143532, -71.0870361328125 42.370720143532, -71.0870361328125 42.3666616637327, -71.092529296875 42.3666616637327, -71.092529296875 42.370720143532))",25,017,00606935,25017,Middlesex County
339971,0302332122110310,127642,87656,10,35,15,"POLYGON ((-71.422119140625 42.2773087742371, -71.4166259765625 42.2773087742371, -71.4166259765625 42.2732442644027, -71.422119140625 42.2732442644027, -71.422119140625 42.2773087742371))",25,017,00606935,25017,Middlesex County
340013,0302332120332000,208028,268686,15,44,5,"POLYGON ((-71.455078125 42.326062444562, -71.4495849609375 42.326062444562, -71.4495849609375 42.322001080603, -71.455078125 42.322001080603, -71.455078125 42.326062444562))",25,017,00606935,25017,Middlesex County
340428,0302332103220112,46071,11791,13,10,2,"POLYGON ((-71.334228515625 42.6137489543149, -71.3287353515625 42.6137489543149, -71.3287353515625 42.6097062133941, -71.334228515625 42.6097062133941, -71.334228515625 42.6137489543149))",25,017,00606935,25017,Middlesex County
340786,0302332121322210,81905,52158,12,58,11,"POLYGON ((-71.180419921875 42.3098154156867, -71.1749267578125 42.3098154156867, -71.1749267578125 42.3057530030464, -71.180419921875 42.3057530030464, -71.180419921875 42.3098154156867))",25,017,00606935,25017,Middlesex County
340945,0302332121222001,91233,23651,17,5,3,"POLYGON ((-71.3616943359375 42.326062444562, -71.356201171875 42.326062444562, -71.356201171875 42.322001080603, -71.3616943359375 42.322001080603, -71.3616943359375 42.326062444562))",25,017,00606935,25017,Middlesex County
342283,0302332121011222,151308,53918,9,58,9,"POLYGON ((-71.2353515625 42.5247480423482, -71.2298583984375 42.5247480423482, -71.2298583984375 42.5206995291497, -71.2353515625 42.5206995291497, -71.2353515625 42.5247480423482))",25,017,00606935,25017,Middlesex County
343180,0302332121213211,156694,79020,10,42,13,"POLYGON ((-71.2188720703125 42.3747783611142, -71.21337890625 42.3747783611142, -71.21337890625 42.370720143532, -71.2188720703125 42.370720143532, -71.2188720703125 42.3747783611142))",25,017,00606935,25017,Middlesex County
343249,0302332120312301,166464,186889,7,2,2,"POLYGON ((-71.4276123046875 42.3747783611142, -71.422119140625 42.3747783611142, -71.422119140625 42.370720143532, -71.4276123046875 42.370720143532, -71.4276123046875 42.3747783611142))",25,017,00606935,25017,Middlesex County
343459,0302332102322330,126806,61079,8,12,3,"POLYGON ((-71.510009765625 42.5611728553181, -71.5045166015625 42.5611728553181, -71.5045166015625 42.5571267033212, -71.510009765625 42.5571267033212, -71.510009765625 42.5611728553181))",25,017,00606935,25017,Middlesex County
345954,0302332103203323,247820,11531,11,17,4,"POLYGON ((-71.2957763671875 42.6218336489166, -71.290283203125 42.6218336489166, -71.290283203125 42.6177914328235, -71.2957763671875 42.6177914328235, -71.2957763671875 42.6218336489166))",25,017,00606935,25017,Middlesex County
346307,0302332102311113,158002,7672,14,11,3,"POLYGON ((-71.3726806640625 42.6783971188906, -71.3671875 42.6783971188906, -71.3671875 42.6743585769338, -71.3726806640625 42.6743585769338, -71.3726806640625 42.6783971188906))",25,017,00606935,25017,Middlesex County
346452,0302332121221330,142159,99356,11,8,5,"POLYGON ((-71.290283203125 42.3341843859394, -71.2847900390625 42.3341843859394, -71.2847900390625 42.330123546342, -71.290283203125 42.330123546342, -71.290283203125 42.3341843859394))",25,017,00606935,25017,Middlesex County
346872,0302332121223013,193739,78789,11,9,5,"POLYGON ((-71.3067626953125 42.322001080603, -71.30126953125 42.322001080603, -71.30126953125 42.3179394544685, -71.3067626953125 42.3179394544685, -71.3067626953125 42.322001080603))",25,017,00606935,25017,Middlesex County
347133,0302332120332330,139064,158042,7,17,6,"POLYGON ((-71.422119140625 42.3016903282445, -71.4166259765625 42.3016903282445, -71.4166259765625 42.2976273912846, -71.422119140625 42.2976273912846, -71.422119140625 42.3016903282445))",25,017,00606935,25017,Middlesex County
347229,0302332120231122,176780,152652,11,124,24,"POLYGON ((-71.56494140625 42.3463653316019, -71.5594482421875 42.3463653316019, -71.5594482421875 42.3423052785728, -71.56494140625 42.3423052785728, -71.56494140625 42.3463653316019))",25,017,00606935,25017,Middlesex County
348115,0302332121310211,157802,93203,11,22,6,"POLYGON ((-71.0870361328125 42.4072346615519, -71.08154296875 42.4072346615519, -71.08154296875 42.403178541828, -71.0870361328125 42.403178541828, -71.0870361328125 42.4072346615519))",25,017,00606935,25017,Middlesex County
349054,0302332122101230,88245,79371,8,11,3,"POLYGON ((-71.488037109375 42.2691794924351, -71.4825439453125 42.2691794924351, -71.4825439453125 42.2651144583376, -71.488037109375 42.2651144583376, -71.488037109375 42.2691794924351))",25,017,00606935,25017,Middlesex County
350672,0302332103203120,211685,16454,13,152,30,"POLYGON ((-71.30126953125 42.6420407930443, -71.2957763671875 42.6420407930443, -71.2957763671875 42.6379998890741, -71.30126953125 42.6379998890741, -71.30126953125 42.6420407930443))",25,017,00606935,25017,Middlesex County
351347,0302332120331332,412070,336534,5,14,2,"POLYGON ((-71.378173828125 42.330123546342, -71.3726806640625 42.330123546342, -71.3726806640625 42.326062444562, -71.378173828125 42.326062444562, -71.378173828125 42.330123546342))",25,017,00606935,25017,Middlesex County
352044,0302332121130311,166084,82141,9,49,10,"POLYGON ((-71.0650634765625 42.4720969091929, -71.0595703125 42.4720969091929, -71.0595703125 42.4680449858305, -71.0650634765625 42.4680449858305, -71.0650634765625 42.4720969091929))",25,017,00606935,25017,Middlesex County
352184,0302332121231212,205243,56621,10,14,9,"POLYGON ((-71.224365234375 42.3382449633508, -71.2188720703125 42.3382449633508, -71.2188720703125 42.3341843859394, -71.224365234375 42.3341843859394, -71.224365234375 42.3382449633508))",25,017,00606935,25017,Middlesex County
352830,0302332121302213,154878,16120,13,63,20,"POLYGON ((-71.1749267578125 42.370720143532, -71.16943359375 42.370720143532, -71.16943359375 42.3666616637327, -71.1749267578125 42.3666616637327, -71.1749267578125 42.370720143532))",25,017,00606935,25017,Middlesex County
352969,0302332121322302,192556,77780,9,48,17,"POLYGON ((-71.16943359375 42.3057530030464, -71.1639404296875 42.3057530030464, -71.1639404296875 42.3016903282445, -71.16943359375 42.3016903282445, -71.16943359375 42.3057530030464))",25,017,00606935,25017,Middlesex County
353201,0302332121301322,127272,21337,13,112,37,"POLYGON ((-71.12548828125 42.3950655156512, -71.1199951171875 42.3950655156512, -71.1199951171875 42.391008609205, -71.12548828125 42.391008609205, -71.12548828125 42.3950655156512))",25,017,00606935,25017,Middlesex County
353469,0302332121012302,63487,68149,8,27,10,"POLYGON ((-71.25732421875 42.5004530281256, -71.2518310546875 42.5004530281256, -71.2518310546875 42.4964029409371, -71.25732421875 42.4964029409371, -71.25732421875 42.5004530281256))",25,017,00606935,25017,Middlesex County
354226,0302332121133311,120056,19301,14,20,12,"POLYGON ((-71.0211181640625 42.4396741781494, -71.015625 42.4396741781494, -71.015625 42.4356201564998, -71.0211181640625 42.4356201564998, -71.0211181640625 42.4396741781494))",25,017,00606935,25017,Middlesex County
354412,0302332103201212,249616,22467,12,112,30,"POLYGON ((-71.312255859375 42.6622413763275, -71.3067626953125 42.6622413763275, -71.3067626953125 42.6582017845567, -71.312255859375 42.6582017845567, -71.312255859375 42.6622413763275))",25,017,00606935,25017,Middlesex County
354448,0302332121122232,118695,46960,11,78,24,"POLYGON ((-71.180419921875 42.4275113263909, -71.1749267578125 42.4275113263909, -71.1749267578125 42.4234565179383, -71.180419921875 42.4234565179383, -71.180419921875 42.4275113263909))",25,017,00606935,25017,Middlesex County
354618,0302332120333320,7276,9472,38,4,3,"POLYGON ((-71.38916015625 42.3016903282445, -71.3836669921875 42.3016903282445, -71.3836669921875 42.2976273912846, -71.38916015625 42.2976273912846, -71.38916015625 42.3016903282445))",25,017,00606935,25017,Middlesex County
354644,0302332122103221,100374,93180,8,4,3,"POLYGON ((-71.4935302734375 42.2366518803206, -71.488037109375 42.2366518803206, -71.488037109375 42.2325847493133, -71.4935302734375 42.2325847493133, -71.4935302734375 42.2366518803206))",25,017,00606935,25017,Middlesex County
355162,0302332121303033,169059,12418,14,74,24,"POLYGON ((-71.1309814453125 42.378836316476, -71.12548828125 42.378836316476, -71.12548828125 42.3747783611142, -71.1309814453125 42.3747783611142, -71.1309814453125 42.378836316476))",25,017,00606935,25017,Middlesex County
355755,0302332121301021,169434,79596,10,152,21,"POLYGON ((-71.1419677734375 42.4153461142536, -71.136474609375 42.4153461142536, -71.136474609375 42.4112905190282, -71.1419677734375 42.4112905190282, -71.1419677734375 42.4153461142536))",25,017,00606935,25017,Middlesex County
355966,0302332120001111,190129,7360,14,19,3,"POLYGON ((-71.6363525390625 42.5530802889558, -71.630859375 42.5530802889558, -71.630859375 42.5490336122251, -71.6363525390625 42.5490336122251, -71.6363525390625 42.5530802889558))",25,017,00606935,25017,Middlesex County
356713,0302332120101123,158034,135040,46,36,6,"POLYGON ((-71.4715576171875 42.5409394716806, -71.466064453125 42.5409394716806, -71.466064453125 42.5368920078731, -71.4715576171875 42.5368920078731, -71.4715576171875 42.5409394716806))",25,017,00606935,25017,Middlesex County
357074,0302332013301103,34907,5076,12,17,2,"POLYGON ((-71.8231201171875 42.6783971188906, -71.817626953125 42.6783971188906, -71.817626953125 42.6743585769338, -71.8231201171875 42.6743585769338, -71.8231201171875 42.6783971188906))",25,017,00606935,25017,Middlesex County
357784,0302332121211330,130660,44154,9,41,12,"POLYGON ((-71.202392578125 42.39912215986, -71.1968994140625 42.39912215986, -71.1968994140625 42.3950655156512, -71.202392578125 42.3950655156512, -71.202392578125 42.39912215986))",25,017,00606935,25017,Middlesex County
358391,0302332120033332,52170,69245,10,5,1,"POLYGON ((-71.553955078125 42.4275113263909, -71.5484619140625 42.4275113263909, -71.5484619140625 42.4234565179383, -71.553955078125 42.4234565179383, -71.553955078125 42.4275113263909))",25,017,00606935,25017,Middlesex County
358628,0302332121031200,82644,71821,9,29,5,"POLYGON ((-71.2353515625 42.4720969091929, -71.2298583984375 42.4720969091929, -71.2298583984375 42.4680449858305, -71.2353515625 42.4680449858305, -71.2353515625 42.4720969091929))",25,017,00606935,25017,Middlesex County
359412,0302332121233031,193960,36153,10,23,12,"POLYGON ((-71.2188720703125 42.3179394544685, -71.21337890625 42.3179394544685, -71.21337890625 42.3138775661619, -71.2188720703125 42.3138775661619, -71.2188720703125 42.3179394544685))",25,017,00606935,25017,Middlesex County
359816,0302332120110102,102254,48505,14,138,8,"POLYGON ((-71.43310546875 42.5490336122251, -71.4276123046875 42.5490336122251, -71.4276123046875 42.5449866731323, -71.43310546875 42.5449866731323, -71.43310546875 42.5490336122251))",25,017,00606935,25017,Middlesex County
362227,0302332121130121,169552,86423,9,34,13,"POLYGON ((-71.0760498046875 42.4801999690121, -71.070556640625 42.4801999690121, -71.070556640625 42.4761485702545, -71.0760498046875 42.4761485702545, -71.0760498046875 42.4801999690121))",25,017,00606935,25017,Middlesex County
363660,0302332121213311,165275,16960,12,83,19,"POLYGON ((-71.1968994140625 42.3747783611142, -71.19140625 42.3747783611142, -71.19140625 42.370720143532, -71.1968994140625 42.370720143532, -71.1968994140625 42.3747783611142))",25,017,00606935,25017,Middlesex County
364306,0302332120112113,235237,131720,10,28,6,"POLYGON ((-71.4166259765625 42.5166507536114, -71.4111328125 42.5166507536114, -71.4111328125 42.5126017157367, -71.4166259765625 42.5126017157367, -71.4166259765625 42.5166507536114))",25,017,00606935,25017,Middlesex County
366018,0302332122101100,232004,265989,9,24,2,"POLYGON ((-71.47705078125 42.2935641921701, -71.4715576171875 42.2935641921701, -71.4715576171875 42.2895007309046, -71.47705078125 42.2895007309046, -71.47705078125 42.2935641921701))",25,017,00606935,25017,Middlesex County
366308,0302332121003111,64265,36459,9,48,4,"POLYGON ((-71.2847900390625 42.5206995291497, -71.279296875 42.5206995291497, -71.279296875 42.5166507536114, -71.2847900390625 42.5166507536114, -71.2847900390625 42.5206995291497))",25,017,00606935,25017,Middlesex County
366823,0302332121023110,129687,86695,15,14,6,"POLYGON ((-71.290283203125 42.4558876419717, -71.2847900390625 42.4558876419717, -71.2847900390625 42.4518346694392, -71.290283203125 42.4518346694392, -71.290283203125 42.4558876419717))",25,017,00606935,25017,Middlesex County
367276,0302332121211210,201580,58014,8,13,4,"POLYGON ((-71.224365234375 42.4072346615519, -71.2188720703125 42.4072346615519, -71.2188720703125 42.403178541828, -71.224365234375 42.403178541828, -71.224365234375 42.4072346615519))",25,017,00606935,25017,Middlesex County
367946,0302332121120333,140438,58587,10,23,5,"POLYGON ((-71.1529541015625 42.4599403522166, -71.1474609375 42.4599403522166, -71.1474609375 42.4558876419717, -71.1529541015625 42.4558876419717, -71.1529541015625 42.4599403522166))",25,017,00606935,25017,Middlesex County
368026,0302332121212021,220710,107020,9,47,17,"POLYGON ((-71.2738037109375 42.382894009614, -71.268310546875 42.382894009614, -71.268310546875 42.378836316476, -71.2738037109375 42.378836316476, -71.2738037109375 42.382894009614))",25,017,00606935,25017,Middlesex County
368223,0302332121301032,202506,42614,10,38,10,"POLYGON ((-71.136474609375 42.4112905190282, -71.1309814453125 42.4112905190282, -71.1309814453125 42.4072346615519, -71.136474609375 42.4072346615519, -71.136474609375 42.4112905190282))",25,017,00606935,25017,Middlesex County
368720,0302332103203310,189742,13931,20,11,7,"POLYGON ((-71.290283203125 42.6339587226731, -71.2847900390625 42.6339587226731, -71.2847900390625 42.6299172938446, -71.290283203125 42.6299172938446, -71.290283203125 42.6339587226731))",25,017,00606935,25017,Middlesex County
369290,0302332120213101,193991,188639,6,6,3,"POLYGON ((-71.5594482421875 42.391008609205, -71.553955078125 42.391008609205, -71.553955078125 42.3869514405248, -71.5594482421875 42.3869514405248, -71.5594482421875 42.391008609205))",25,017,00606935,25017,Middlesex County
370847,0302332120132220,202556,116473,8,71,14,"POLYGON ((-71.455078125 42.4315658725792, -71.4495849609375 42.4315658725792, -71.4495849609375 42.4275113263909, -71.455078125 42.4275113263909, -71.455078125 42.4315658725792))",25,017,00606935,25017,Middlesex County
373179,0302332120213103,99630,25463,11,5,4,"POLYGON ((-71.5594482421875 42.3869514405248, -71.553955078125 42.3869514405248, -71.553955078125 42.382894009614, -71.5594482421875 42.382894009614, -71.5594482421875 42.3869514405248))",25,017,00606935,25017,Middlesex County
373331,0302332122110133,186570,44655,11,97,26,"POLYGON ((-71.4166259765625 42.2813730219345, -71.4111328125 42.2813730219345, -71.4111328125 42.2773087742371, -71.4166259765625 42.2773087742371, -71.4166259765625 42.2813730219345))",25,017,00606935,25017,Middlesex County
373367,0302332103203332,141958,11649,13,13,6,"POLYGON ((-71.290283203125 42.6218336489166, -71.2847900390625 42.6218336489166, -71.2847900390625 42.6177914328235, -71.290283203125 42.6177914328235, -71.290283203125 42.6218336489166))",25,017,00606935,25017,Middlesex County
373747,0302332121003330,118373,96443,10,11,6,"POLYGON ((-71.290283203125 42.4964029409371, -71.2847900390625 42.4964029409371, -71.2847900390625 42.4923525914282, -71.290283203125 42.4923525914282, -71.290283203125 42.4964029409371))",25,017,00606935,25017,Middlesex County
373965,0302332122110022,202626,128220,9,38,13,"POLYGON ((-71.455078125 42.2813730219345, -71.4495849609375 42.2813730219345, -71.4495849609375 42.2773087742371, -71.455078125 42.2773087742371, -71.455078125 42.2813730219345))",25,017,00606935,25017,Middlesex County
374816,0302332102233333,59030,11659,37,24,2,"POLYGON ((-71.5484619140625 42.5571267033212, -71.54296875 42.5571267033212, -71.54296875 42.5530802889558, -71.5484619140625 42.5530802889558, -71.5484619140625 42.5571267033212))",25,017,00606935,25017,Middlesex County
374999,0302332120330130,209570,9703,12,13,3,"POLYGON ((-71.422119140625 42.3504251224346, -71.4166259765625 42.3504251224346, -71.4166259765625 42.3463653316019, -71.422119140625 42.3463653316019, -71.422119140625 42.3504251224346))",25,017,00606935,25017,Middlesex County
376703,0302332102323210,205205,47153,11,11,3,"POLYGON ((-71.488037109375 42.5692643721938, -71.4825439453125 42.5692643721938, -71.4825439453125 42.5652187449434, -71.488037109375 42.5652187449434, -71.488037109375 42.5692643721938))",25,017,00606935,25017,Middlesex County
378039,0302332103322121,211731,68469,10,5,2,"POLYGON ((-71.1639404296875 42.5773548395578, -71.158447265625 42.5773548395578, -71.158447265625 42.5733097370664, -71.1639404296875 42.5733097370664, -71.1639404296875 42.5773548395578))",25,017,00606935,25017,Middlesex County
378049,0302332121312223,133504,19422,11,2,2,"POLYGON ((-71.0980224609375 42.36260292172, -71.092529296875 42.36260292172, -71.092529296875 42.3585439174971, -71.0980224609375 42.3585439174971, -71.0980224609375 42.36260292172))",25,017,00606935,25017,Middlesex County
378636,0302332120310010,163658,74205,9,22,5,"POLYGON ((-71.444091796875 42.4234565179383, -71.4385986328125 42.4234565179383, -71.4385986328125 42.4194014472248, -71.444091796875 42.4194014472248, -71.444091796875 42.4234565179383))",25,017,00606935,25017,Middlesex County
378688,0302332121130312,232273,224727,6,28,5,"POLYGON ((-71.070556640625 42.4680449858305, -71.0650634765625 42.4680449858305, -71.0650634765625 42.4639928001706, -71.070556640625 42.4639928001706, -71.070556640625 42.4680449858305))",25,017,00606935,25017,Middlesex County
378847,0302332102202233,233377,8022,16,30,4,"POLYGON ((-71.7022705078125 42.6218336489166, -71.69677734375 42.6218336489166, -71.69677734375 42.6177914328235, -71.7022705078125 42.6177914328235, -71.7022705078125 42.6218336489166))",25,017,00606935,25017,Middlesex County
379929,0302332120320112,162412,104119,13,10,7,"POLYGON ((-71.510009765625 42.3544846510674, -71.5045166015625 42.3544846510674, -71.5045166015625 42.3504251224346, -71.510009765625 42.3504251224346, -71.510009765625 42.3544846510674))",25,017,00606935,25017,Middlesex County
381703,0302332121103100,92974,94550,7,8,3,"POLYGON ((-71.12548828125 42.5206995291497, -71.1199951171875 42.5206995291497, -71.1199951171875 42.5166507536114, -71.12548828125 42.5166507536114, -71.12548828125 42.5206995291497))",25,017,00606935,25017,Middlesex County
382738,0302332121231323,110602,58631,12,73,13,"POLYGON ((-71.2078857421875 42.330123546342, -71.202392578125 42.330123546342, -71.202392578125 42.326062444562, -71.2078857421875 42.326062444562, -71.2078857421875 42.330123546342))",25,017,00606935,25017,Middlesex County
383530,0302332121012013,253940,189801,15,6,2,"POLYGON ((-71.2628173828125 42.5166507536114, -71.25732421875 42.5166507536114, -71.25732421875 42.5126017157367, -71.2628173828125 42.5126017157367, -71.2628173828125 42.5166507536114))",25,017,00606935,25017,Middlesex County
383690,0302332120333210,167693,60225,7,29,4,"POLYGON ((-71.400146484375 42.3098154156867, -71.3946533203125 42.3098154156867, -71.3946533203125 42.3057530030464, -71.400146484375 42.3057530030464, -71.400146484375 42.3098154156867))",25,017,00606935,25017,Middlesex County
384429,0302332121010002,105225,17620,14,14,9,"POLYGON ((-71.279296875 42.5490336122251, -71.2738037109375 42.5490336122251, -71.2738037109375 42.5449866731323, -71.279296875 42.5449866731323, -71.279296875 42.5490336122251))",25,017,00606935,25017,Middlesex County
385501,0302332121131022,178515,22066,10,43,9,"POLYGON ((-71.0595703125 42.4761485702545, -71.0540771484375 42.4761485702545, -71.0540771484375 42.4720969091929, -71.0595703125 42.4720969091929, -71.0595703125 42.4761485702545))",25,017,00606935,25017,Middlesex County
388012,0302332102323120,78974,74413,13,1,1,"POLYGON ((-71.47705078125 42.5773548395578, -71.4715576171875 42.5773548395578, -71.4715576171875 42.5733097370664, -71.47705078125 42.5733097370664, -71.47705078125 42.5773548395578))",25,017,00606935,25017,Middlesex County
388401,0302332121101330,118528,91876,7,20,5,"POLYGON ((-71.114501953125 42.5287962932037, -71.1090087890625 42.5287962932037, -71.1090087890625 42.5247480423482, -71.114501953125 42.5247480423482, -71.114501953125 42.5287962932037))",25,017,00606935,25017,Middlesex County
388524,0302332121310203,72865,31008,11,7,5,"POLYGON ((-71.0980224609375 42.403178541828, -71.092529296875 42.403178541828, -71.092529296875 42.39912215986, -71.0980224609375 42.39912215986, -71.0980224609375 42.403178541828))",25,017,00606935,25017,Middlesex County
389236,0302332121022010,327023,11838,16,1,1,"POLYGON ((-71.356201171875 42.4558876419717, -71.3507080078125 42.4558876419717, -71.3507080078125 42.4518346694392, -71.356201171875 42.4518346694392, -71.356201171875 42.4558876419717))",25,017,00606935,25017,Middlesex County
389349,0302332102033300,116877,11852,15,9,5,"POLYGON ((-71.56494140625 42.6985858916984, -71.5594482421875 42.6985858916984, -71.5594482421875 42.6945486620769, -71.56494140625 42.6945486620769, -71.56494140625 42.6985858916984))",25,017,00606935,25017,Middlesex County
389423,0302332120213201,42322,38615,12,21,3,"POLYGON ((-71.5814208984375 42.3747783611142, -71.575927734375 42.3747783611142, -71.575927734375 42.370720143532, -71.5814208984375 42.370720143532, -71.5814208984375 42.3747783611142))",25,017,00606935,25017,Middlesex County
389486,0302332121122200,119325,116537,7,10,6,"POLYGON ((-71.19140625 42.4396741781494, -71.1859130859375 42.4396741781494, -71.1859130859375 42.4356201564998, -71.19140625 42.4356201564998, -71.19140625 42.4396741781494))",25,017,00606935,25017,Middlesex County
389576,0302332122123320,154248,47514,11,8,3,"POLYGON ((-71.47705078125 42.1715463345275, -71.4715576171875 42.1715463345275, -71.4715576171875 42.1674750103953, -71.47705078125 42.1674750103953, -71.47705078125 42.1715463345275))",25,017,00606935,25017,Middlesex County
390467,0302332120230121,314226,28410,18,33,3,"POLYGON ((-71.6033935546875 42.3504251224346, -71.597900390625 42.3504251224346, -71.597900390625 42.3463653316019, -71.6033935546875 42.3463653316019, -71.6033935546875 42.3504251224346))",25,017,00606935,25017,Middlesex County
390521,0302332121211012,199951,119475,9,29,7,"POLYGON ((-71.224365234375 42.4194014472248, -71.2188720703125 42.4194014472248, -71.2188720703125 42.4153461142536, -71.224365234375 42.4153461142536, -71.224365234375 42.4194014472248))",25,017,00606935,25017,Middlesex County
392944,0302332121123030,113482,65270,8,81,13,"POLYGON ((-71.136474609375 42.4477814346224, -71.1309814453125 42.4477814346224, -71.1309814453125 42.4437279375248, -71.136474609375 42.4437279375248, -71.136474609375 42.4477814346224))",25,017,00606935,25017,Middlesex County
393894,0302332121301300,153735,18027,12,66,18,"POLYGON ((-71.12548828125 42.4072346615519, -71.1199951171875 42.4072346615519, -71.1199951171875 42.403178541828, -71.12548828125 42.403178541828, -71.12548828125 42.4072346615519))",25,017,00606935,25017,Middlesex County
394304,0302332120332320,204674,21482,11,27,15,"POLYGON ((-71.43310546875 42.3016903282445, -71.4276123046875 42.3016903282445, -71.4276123046875 42.2976273912846, -71.43310546875 42.2976273912846, -71.43310546875 42.3016903282445))",25,017,00606935,25017,Middlesex County
394481,0302332120130010,138342,110890,8,17,6,"POLYGON ((-71.444091796875 42.4883019796022, -71.4385986328125 42.4883019796022, -71.4385986328125 42.4842511054625, -71.444091796875 42.4842511054625, -71.444091796875 42.4883019796022))",25,017,00606935,25017,Middlesex County
395121,0302332121312300,187838,117348,12,86,39,"POLYGON ((-71.08154296875 42.3747783611142, -71.0760498046875 42.3747783611142, -71.0760498046875 42.370720143532, -71.08154296875 42.370720143532, -71.08154296875 42.3747783611142))",25,017,00606935,25017,Middlesex County
396068,0302332121121213,162025,125288,7,25,9,"POLYGON ((-71.1309814453125 42.4680449858305, -71.12548828125 42.4680449858305, -71.12548828125 42.4639928001706, -71.1309814453125 42.4639928001706, -71.1309814453125 42.4680449858305))",25,017,00606935,25017,Middlesex County
396078,0302332121233013,149512,73528,11,98,19,"POLYGON ((-71.2188720703125 42.322001080603, -71.21337890625 42.322001080603, -71.21337890625 42.3179394544685, -71.2188720703125 42.3179394544685, -71.2188720703125 42.322001080603))",25,017,00606935,25017,Middlesex County
