,quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAMELSAD
116552,0302332310111021,68817,11442,17,11,2,"POLYGON ((-70.7025146484375 42.0248136078178, -70.697021484375 42.0248136078178, -70.697021484375 42.0207328526443, -70.7025146484375 42.0207328526443, -70.7025146484375 42.0248136078178))",25,023,00606938,25023,Plymouth County
117258,0302332133220013,130371,61987,11,7,3,"POLYGON ((-70.6475830078125 42.0941463709227, -70.64208984375 42.0941463709227, -70.64208984375 42.090070068684, -70.6475830078125 42.090070068684, -70.6475830078125 42.0941463709227))",25,023,00606938,25023,Plymouth County
117279,0302332123312333,258054,21712,14,19,7,"POLYGON ((-71.0650634765625 42.1022981894812, -71.0595703125 42.1022981894812, -71.0595703125 42.0982224111897, -71.0650634765625 42.0982224111897, -71.0650634765625 42.1022981894812))",25,023,00606938,25023,Plymouth County
121920,0302332310002123,73680,17686,11,3,2,"POLYGON ((-70.9881591796875 41.9880773830916, -70.982666015625 41.9880773830916, -70.982666015625 41.9839942709356, -70.9881591796875 41.9839942709356, -70.9881591796875 41.9880773830916))",25,023,00606938,25023,Plymouth County
122097,0302332132221123,152474,10407,10,36,10,"POLYGON ((-70.9442138671875 42.0859935044772, -70.938720703125 42.0859935044772, -70.938720703125 42.0819166783063, -70.9442138671875 42.0819166783063, -70.9442138671875 42.0859935044772))",25,023,00606938,25023,Plymouth County
126776,0302332310332123,141950,17405,13,20,2,"POLYGON ((-70.7244873046875 41.7917926826289, -70.718994140625 41.7917926826289, -70.718994140625 41.7876970053906, -70.7244873046875 41.7876970053906, -70.7244873046875 41.7917926826289))",25,023,00606938,25023,Plymouth County
128599,0302332310131131,71187,52616,12,13,7,"POLYGON ((-70.6695556640625 41.9594900989246, -70.6640625 41.9594900989246, -70.6640625 41.9554051537806, -70.6695556640625 41.9554051537806, -70.6695556640625 41.9594900989246))",25,023,00606938,25023,Plymouth County
134302,0302332310201113,148662,11598,13,3,2,"POLYGON ((-70.9332275390625 41.8981884304305, -70.927734375 41.8981884304305, -70.927734375 41.894099558114, -70.9332275390625 41.894099558114, -70.9332275390625 41.8981884304305))",25,023,00606938,25023,Plymouth County
134403,0302332132331302,98981,55894,14,25,6,"POLYGON ((-70.68603515625 42.077839590175, -70.6805419921875 42.077839590175, -70.6805419921875 42.0737622400872, -70.68603515625 42.0737622400872, -70.68603515625 42.077839590175))",25,023,00606938,25023,Plymouth County
135875,0302332132222323,129776,16748,15,5,3,"POLYGON ((-70.9881591796875 42.0370543018838, -70.982666015625 42.0370543018838, -70.982666015625 42.0329743324414, -70.9881591796875 42.0329743324414, -70.9881591796875 42.0370543018838))",25,023,00606938,25023,Plymouth County
144249,0302332132203021,243948,70571,8,17,2,"POLYGON ((-70.9661865234375 42.1226731511726, -70.960693359375 42.1226731511726, -70.960693359375 42.1185986828156, -70.9661865234375 42.1185986828156, -70.9661865234375 42.1226731511726))",25,023,00606938,25023,Plymouth County
147453,0302332132123313,371849,26299,14,6,4,"POLYGON ((-70.7574462890625 42.1756173966168, -70.751953125 42.1756173966168, -70.751953125 42.1715463345275, -70.7574462890625 42.1715463345275, -70.7574462890625 42.1756173966168))",25,023,00606938,25023,Plymouth County
148372,0302332132303113,74251,84827,10,11,2,"POLYGON ((-70.7574462890625 42.1267473575313, -70.751953125 42.1267473575313, -70.751953125 42.1226731511726, -70.7574462890625 42.1226731511726, -70.7574462890625 42.1267473575313))",25,023,00606938,25023,Plymouth County
149697,0302332132230212,164910,22217,13,5,2,"POLYGON ((-70.916748046875 42.077839590175, -70.9112548828125 42.077839590175, -70.9112548828125 42.0737622400872, -70.916748046875 42.0737622400872, -70.916748046875 42.077839590175))",25,023,00606938,25023,Plymouth County
153375,0302332132030123,39856,26049,8,1,1,"POLYGON ((-70.9002685546875 42.2163136043448, -70.894775390625 42.2163136043448, -70.894775390625 42.2122451628858, -70.9002685546875 42.2122451628858, -70.9002685546875 42.2163136043448))",25,023,00606938,25023,Plymouth County
155244,0302332133220122,157615,199101,6,65,5,"POLYGON ((-70.64208984375 42.0859935044772, -70.6365966796875 42.0859935044772, -70.6365966796875 42.0819166783063, -70.64208984375 42.0819166783063, -70.64208984375 42.0859935044772))",25,023,00606938,25023,Plymouth County
155695,0302332123331233,254139,12477,12,6,3,"POLYGON ((-71.0430908203125 42.0696846280466, -71.03759765625 42.0696846280466, -71.03759765625 42.0656067540571, -71.0430908203125 42.0656067540571, -71.0430908203125 42.0696846280466))",25,023,00606938,25023,Plymouth County
158892,0302332311230201,115759,10333,13,26,4,"POLYGON ((-70.5706787109375 41.8204550961403, -70.565185546875 41.8204550961403, -70.565185546875 41.8163612507205, -70.5706787109375 41.8163612507205, -70.5706787109375 41.8204550961403))",25,023,00606938,25023,Plymouth County
159139,0302332132032123,141585,122285,10,17,4,"POLYGON ((-70.9002685546875 42.1837587346522, -70.894775390625 42.1837587346522, -70.894775390625 42.1796881966596, -70.9002685546875 42.1796881966596, -70.9002685546875 42.1837587346522))",25,023,00606938,25023,Plymouth County
159289,0302332132220112,139620,15877,13,6,4,"POLYGON ((-70.982666015625 42.0941463709227, -70.9771728515625 42.0941463709227, -70.9771728515625 42.090070068684, -70.982666015625 42.090070068684, -70.982666015625 42.0941463709227))",25,023,00606938,25023,Plymouth County
161632,0302332132201331,180202,143863,10,35,5,"POLYGON ((-70.9332275390625 42.1389684045809, -70.927734375 42.1389684045809, -70.927734375 42.1348949842392, -70.9332275390625 42.1348949842392, -70.9332275390625 42.1389684045809))",25,023,00606938,25023,Plymouth County
165187,0302332311021221,66910,10241,16,23,1,"POLYGON ((-70.6146240234375 41.943148747327, -70.609130859375 41.943148747327, -70.609130859375 41.9390627548486, -70.6146240234375 41.9390627548486, -70.6146240234375 41.943148747327))",25,023,00606938,25023,Plymouth County
168519,0302332132203031,112268,109962,23,25,2,"POLYGON ((-70.9552001953125 42.1226731511726, -70.94970703125 42.1226731511726, -70.94970703125 42.1185986828156, -70.9552001953125 42.1185986828156, -70.9552001953125 42.1226731511726))",25,023,00606938,25023,Plymouth County
180572,0302332132120313,93959,12441,12,25,3,"POLYGON ((-70.8013916015625 42.2081764593474, -70.7958984375 42.2081764593474, -70.7958984375 42.2041074937332, -70.8013916015625 42.2041074937332, -70.8013916015625 42.2081764593474))",25,023,00606938,25023,Plymouth County
186519,0302332132322333,259353,11432,14,4,2,"POLYGON ((-70.8013916015625 42.0370543018838, -70.7958984375 42.0370543018838, -70.7958984375 42.0329743324414, -70.8013916015625 42.0329743324414, -70.8013916015625 42.0370543018838))",25,023,00606938,25023,Plymouth County
186785,0302332132230021,119085,5974,11,3,1,"POLYGON ((-70.9222412109375 42.090070068684, -70.916748046875 42.090070068684, -70.916748046875 42.0859935044772, -70.9222412109375 42.0859935044772, -70.9222412109375 42.090070068684))",25,023,00606938,25023,Plymouth County
188191,0302332132213002,339939,369948,5,72,3,"POLYGON ((-70.8837890625 42.1267473575313, -70.8782958984375 42.1267473575313, -70.8782958984375 42.1226731511726, -70.8837890625 42.1226731511726, -70.8837890625 42.1267473575313))",25,023,00606938,25023,Plymouth County
190108,0302332123330113,206973,10401,12,13,6,"POLYGON ((-71.0650634765625 42.0941463709227, -71.0595703125 42.0941463709227, -71.0595703125 42.090070068684, -71.0650634765625 42.090070068684, -71.0650634765625 42.0941463709227))",25,023,00606938,25023,Plymouth County
193079,0302332310110312,76361,37806,10,48,2,"POLYGON ((-70.718994140625 42.0125705565935, -70.7135009765625 42.0125705565935, -70.7135009765625 42.008489015724, -70.718994140625 42.008489015724, -70.718994140625 42.0125705565935))",25,023,00606938,25023,Plymouth County
207637,0302332310131222,105774,29678,12,11,3,"POLYGON ((-70.7080078125 41.9390627548486, -70.7025146484375 41.9390627548486, -70.7025146484375 41.9349765005466, -70.7080078125 41.9349765005466, -70.7080078125 41.9390627548486))",25,023,00606938,25023,Plymouth County
210857,0302332132203033,156331,6102,25,31,2,"POLYGON ((-70.9552001953125 42.1185986828156, -70.94970703125 42.1185986828156, -70.94970703125 42.1145239524643, -70.9552001953125 42.1145239524643, -70.9552001953125 42.1185986828156))",25,023,00606938,25023,Plymouth County
216670,0302332310132133,701,4167,137,2,1,"POLYGON ((-70.7135009765625 41.9227161667392, -70.7080078125 41.9227161667392, -70.7080078125 41.918628865183, -70.7135009765625 41.918628865183, -70.7135009765625 41.9227161667392))",25,023,00606938,25023,Plymouth County
219449,0302332312110131,94391,111955,27,1,1,"POLYGON ((-70.7135009765625 41.7631174470059, -70.7080078125 41.7631174470059, -70.7080078125 41.7590199381554, -70.7135009765625 41.7590199381554, -70.7135009765625 41.7631174470059))",25,023,00606938,25023,Plymouth County
221532,0302332310003312,128374,7881,13,40,5,"POLYGON ((-70.938720703125 41.9799108969123, -70.9332275390625 41.9799108969123, -70.9332275390625 41.9758272610257, -70.938720703125 41.9758272610257, -70.938720703125 41.9799108969123))",25,023,00606938,25023,Plymouth County
234833,0302332311020220,188981,90281,14,18,5,"POLYGON ((-70.6640625 41.943148747327, -70.6585693359375 41.943148747327, -70.6585693359375 41.9390627548486, -70.6640625 41.9390627548486, -70.6640625 41.943148747327))",25,023,00606938,25023,Plymouth County
235601,0302332311200331,346412,40171,15,35,6,"POLYGON ((-70.6256103515625 41.8777414510967, -70.6201171875 41.8777414510967, -70.6201171875 41.873651269925, -70.6256103515625 41.873651269925, -70.6256103515625 41.8777414510967))",25,023,00606938,25023,Plymouth County
238778,0302332132322123,259951,12929,11,23,5,"POLYGON ((-70.8123779296875 42.0533715604336, -70.806884765625 42.0533715604336, -70.806884765625 42.0492926386868, -70.8123779296875 42.0492926386868, -70.8123779296875 42.0533715604336))",25,023,00606938,25023,Plymouth County
239043,0302332132310303,88972,101665,9,6,3,"POLYGON ((-70.7244873046875 42.1430415629094, -70.718994140625 42.1430415629094, -70.718994140625 42.1389684045809, -70.7244873046875 42.1389684045809, -70.7244873046875 42.1430415629094))",25,023,00606938,25023,Plymouth County
241685,0302332132221213,133716,13609,13,40,4,"POLYGON ((-70.9552001953125 42.077839590175, -70.94970703125 42.077839590175, -70.94970703125 42.0737622400872, -70.9552001953125 42.0737622400872, -70.9552001953125 42.077839590175))",25,023,00606938,25023,Plymouth County
242134,0302332132230102,68555,30617,14,96,2,"POLYGON ((-70.90576171875 42.0941463709227, -70.9002685546875 42.0941463709227, -70.9002685546875 42.090070068684, -70.90576171875 42.090070068684, -70.90576171875 42.0941463709227))",25,023,00606938,25023,Plymouth County
242219,0302332310113000,268795,7883,13,9,3,"POLYGON ((-70.7080078125 42.0003251483162, -70.7025146484375 42.0003251483162, -70.7025146484375 41.9962428217858, -70.7080078125 41.9962428217858, -70.7080078125 42.0003251483162))",25,023,00606938,25023,Plymouth County
242757,0302332123331132,130134,17241,12,58,6,"POLYGON ((-71.026611328125 42.0859935044772, -71.0211181640625 42.0859935044772, -71.0211181640625 42.0819166783063, -71.026611328125 42.0819166783063, -71.026611328125 42.0859935044772))",25,023,00606938,25023,Plymouth County
244991,0302332132230023,211538,16772,11,83,5,"POLYGON ((-70.9222412109375 42.0859935044772, -70.916748046875 42.0859935044772, -70.916748046875 42.0819166783063, -70.9222412109375 42.0819166783063, -70.9222412109375 42.0859935044772))",25,023,00606938,25023,Plymouth County
256647,0302332310221112,113351,51526,9,2,2,"POLYGON ((-70.938720703125 41.8327350621526, -70.9332275390625 41.8327350621526, -70.9332275390625 41.8286420018605, -70.938720703125 41.8286420018605, -70.938720703125 41.8327350621526))",25,023,00606938,25023,Plymouth County
259179,0302332313000302,119555,5947,23,1,1,"POLYGON ((-70.64208984375 41.7508241355329, -70.6365966796875 41.7508241355329, -70.6365966796875 41.7467258417694, -70.64208984375 41.7467258417694, -70.64208984375 41.7508241355329))",25,023,00606938,25023,Plymouth County
259622,0302332310123233,63620,5850,12,7,2,"POLYGON ((-70.7794189453125 41.9063653897096, -70.77392578125 41.9063653897096, -70.77392578125 41.9022770409637, -70.7794189453125 41.9022770409637, -70.7794189453125 41.9063653897096))",25,023,00606938,25023,Plymouth County
265236,0302332312031301,90129,5789,14,6,1,"POLYGON ((-70.8563232421875 41.6893222599704, -70.850830078125 41.6893222599704, -70.850830078125 41.6852200422207, -70.8563232421875 41.6852200422207, -70.8563232421875 41.6893222599704))",25,023,00606938,25023,Plymouth County
269547,0302332310133300,140942,45626,8,2,2,"POLYGON ((-70.68603515625 41.918628865183, -70.6805419921875 41.918628865183, -70.6805419921875 41.9145413018233, -70.68603515625 41.9145413018233, -70.68603515625 41.918628865183))",25,023,00606938,25023,Plymouth County
269818,0302332310111032,115216,131057,11,44,8,"POLYGON ((-70.697021484375 42.0207328526443, -70.6915283203125 42.0207328526443, -70.6915283203125 42.0166518355682, -70.697021484375 42.0166518355682, -70.697021484375 42.0207328526443))",25,023,00606938,25023,Plymouth County
272591,0302332132203103,108897,25951,15,12,3,"POLYGON ((-70.9442138671875 42.1267473575313, -70.938720703125 42.1267473575313, -70.938720703125 42.1226731511726, -70.9442138671875 42.1226731511726, -70.9442138671875 42.1267473575313))",25,023,00606938,25023,Plymouth County
272783,0302332132221302,134412,18100,15,23,6,"POLYGON ((-70.94970703125 42.077839590175, -70.9442138671875 42.077839590175, -70.9442138671875 42.0737622400872, -70.94970703125 42.0737622400872, -70.94970703125 42.077839590175))",25,023,00606938,25023,Plymouth County
275345,0302332132030310,129179,138445,7,26,3,"POLYGON ((-70.894775390625 42.2122451628858, -70.8892822265625 42.2122451628858, -70.8892822265625 42.2081764593474, -70.894775390625 42.2081764593474, -70.894775390625 42.2122451628858))",25,023,00606938,25023,Plymouth County
279552,0302332123331331,195910,12640,16,79,15,"POLYGON ((-71.0211181640625 42.0737622400872, -71.015625 42.0737622400872, -71.015625 42.0696846280466, -71.0211181640625 42.0696846280466, -71.0211181640625 42.0737622400872))",25,023,00606938,25023,Plymouth County
285608,0302332310203103,259566,36231,13,19,3,"POLYGON ((-70.9442138671875 41.8654701223094, -70.938720703125 41.8654701223094, -70.938720703125 41.8613791558736, -70.9442138671875 41.8613791558736, -70.9442138671875 41.8654701223094))",25,023,00606938,25023,Plymouth County
294992,0302332130233220,89921,28927,8,8,5,"POLYGON ((-70.8837890625 42.3016903282445, -70.8782958984375 42.3016903282445, -70.8782958984375 42.2976273912846, -70.8837890625 42.2976273912846, -70.8837890625 42.3016903282445))",25,023,00606938,25023,Plymouth County
299591,0302332310110330,108697,86742,6,4,1,"POLYGON ((-70.718994140625 42.008489015724, -70.7135009765625 42.008489015724, -70.7135009765625 42.0044072129636, -70.718994140625 42.0044072129636, -70.718994140625 42.008489015724))",25,023,00606938,25023,Plymouth County
305124,0302332123313320,145251,9554,13,12,6,"POLYGON ((-71.03759765625 42.1063737057932, -71.0321044921875 42.1063737057932, -71.0321044921875 42.1022981894812, -71.03759765625 42.1022981894812, -71.03759765625 42.1063737057932))",25,023,00606938,25023,Plymouth County
308393,0302332132030303,68514,26548,13,2,2,"POLYGON ((-70.9002685546875 42.2081764593474, -70.894775390625 42.2081764593474, -70.894775390625 42.2041074937332, -70.9002685546875 42.2041074937332, -70.9002685546875 42.2081764593474))",25,023,00606938,25023,Plymouth County
309414,0302332310110321,112789,40400,12,7,2,"POLYGON ((-70.7244873046875 42.008489015724, -70.718994140625 42.008489015724, -70.718994140625 42.0044072129636, -70.7244873046875 42.0044072129636, -70.7244873046875 42.008489015724))",25,023,00606938,25023,Plymouth County
312273,0302332311230023,95635,98654,11,9,1,"POLYGON ((-70.5706787109375 41.8245486798551, -70.565185546875 41.8245486798551, -70.565185546875 41.8204550961403, -70.5706787109375 41.8204550961403, -70.5706787109375 41.8245486798551))",25,023,00606938,25023,Plymouth County
317971,0302332132221103,373244,20842,12,26,4,"POLYGON ((-70.9442138671875 42.0941463709227, -70.938720703125 42.0941463709227, -70.938720703125 42.090070068684, -70.9442138671875 42.090070068684, -70.9442138671875 42.0941463709227))",25,023,00606938,25023,Plymouth County
