ProviderNumber,ProviderName
39299,"GL-UA GlobalLogic Ukraine"
39300,"WHS Private Enterprise Shtambur Mikhailo Oleksandrovich"
39301,"TELEVORK-AS Televorgu AS"
39302,"SBBS Swedish Bulletin Board System -  Autonomous System"
39303,"CAROLINE-AS 'Company CAROLINE' LLC"
39304,"MIND-AS Mind Telecom"
39305,"ROMTELENET-AS SC Romtelenet SRL"
39306,"OPTICBRIDGE-RO-AS Optic Bridge SRL"
39307,"DCOMM-UA-AS Digital Communications Ltd."
39308,"ASK-AS Andishe Sabz Khazar Autonomous System"
39309,"EDUTEL-AS Edutel B.V."
39310,"NITRONET Nitronet Sp. z.o.o."
39311,"CS-CRI Mainstream doo Beograd"
39312,"ITC-NETWORKS-AS ITC NETWORKS SRL"
39313,"WEBTRENDSEMEA-AS WT EMEA Acquisition Ltd"
39314,"ASSOFTWARE-AS AS Software AS Number"
39315,"COMCOR-SERVICE-AS Comcor Service LLC"
39316,"ZED Alvento Soluciones S.A."
39317,"AUTOLOCATOR MegaPage Ltd."
39318,"NUCLEUS Nucleus BVBA"
39319,"QZE QuestZones (Europe) Limited"
39320,"ACTUAL-IT-AS Actual I.T. d.d."
39321,"GEMYTEL Gemytel Servicios Interactivos S.A."
39322,"UFO-AS Centre-service NTK, Ltd."
39323,"DSM-AS DSM Ltd."
39324,"MEDIAM-AS Mediam Oy Autonomous System"
39325,"VIPZ Viptelecom LLC"
39326,"GOSCOMB-AS Goscomb Technologies Limited"
39327,"CAROCOMP-AS Caro Comp SRL"
39329,"IPUA-AS Infopulse Ukraine Ltd."
39330,"ARMASAN-AS Arma-San Sp.J S.J Bartczuk W.I Kownaccy"
39331,"SAPEGA-AS SPD Dmitry Mihailovich Sapega"
39332,"SERVERFORCE-AS ServerForce Ltd"
39333,"FDU-AS 'Flextronics Design Ukraine'"
39335,"LIGHTNING-AS Lightning Net SRL"
39338,"COMPLEXMETAL Complex S.A."
39339,"TELEYECLA-AS Teleyecla S.L."
39340,"PYVER-SARL PYVER SARL"
39341,"ACXIOMEU-AS Acxiom U.K. Limited"
39342,"MEDIATRAFFIC System Partners Oy"
39343,"ICLFERTILIZERS Dead Sea Works LTD"
39345,"BTS-AS BTS TELECOM & Hosting SRL"
39346,"OPALID-AS Asociatia Pentru Accesul Liber la Informatia Digitalizata 'OPALID'"
39347,"SELL-AS Stylish by A & L SRL"
39348,"TYACHIV-AS Initiativa Ltd."
39349,"TVKDIANA-AS Multimedia Polska S.A."
39350,"VB7-AS OAO Bank Vozrozhdenie"
39351,"ESAB-AS 31173 Services AB Autonomous System"
39352,"LTB-AS AS ExpoBank"
39353,"PRINCAST-AS Gobierno del Principado de Asturias"
39354,"DOKEDA megaNET network"
39355,"ULTRANET-AS Ultranet-T Ltd. autonomous system"
39356,"AVANTI-UK-AS Avanti Broadband Ltd."
39357,"DATECS-AS Datecs Ltd."
39358,"BANK-ALBILAD Bank Al Bilad"
39359,"UC4-AS UC4 Software GmbH"
39361,"INTUITIVE-AS Intuitive IT Ltd"
39362,"ITT-NET-UA ITT Ltd"
39363,"VISTREAM-AS Vistream GmbH"
39364,"STARKNET-AS Stark-net.net Internet Services Network"
39365,"MICROLINES-AS MICROLINES ISP"
39366,"BYTECONT-AS SC Byte Cont S.R.L"
39367,"NGC-AS Next Generation Communication GmbH"
39369,"PORT80 Availo Networks AB"
39370,"SABIC-ASN Saudi Basic Industries Co"
39371,"MIX-SU MIX.SU Project AS"
39372,"PPTV-AS Josef Edtbauer e.u."
39373,"SCOUT-AS Immobilien Scout GmbH"
39375,"TPODLASIE AS Telekomunikacja Podlasie Sp. z o.o."
39376,"WTCMOSCOW-NET-AS JSC WTC Moscow"
39377,"INTERCOM Samostalna Zanatska i Trgovinska Radnja Intercom Computers"
39378,"OPTIC-AS SC Optic Network SRL"
39379,"UTB-RU-AS Uraltelebest, Ltd."
39380,"PEI-AS Paul-Ehrlich-Institut"
39381,"SIG-DSI SIG-DSI"
39382,"TRANCETELECOM-AS Trance Telecom Inc"
39383,"ANNARSY-AS Annarsy SRL"
39384,"GUILAN-UNIV-AS University of Guilan"
39385,"GMG-ASN GMG Primex"
39386,"STC-IGW-AS Saudi Telecom Company"
39387,"DELO-AS DELO, d. d."
39388,"OTEL-AS Forcraft Ltd."
39389,"CURSYS-MAIN Cursys Sarl"
39391,"SANOS-AS SANOS CONSULTING INTERNATIONAL SRL"
39392,"SUPERNETWORK-AS SuperNetwork s.r.o."
39393,"NOKIA-SIEMENS-NETWORKS-AS Nokia Siemens Networks Oesterreich GmbH"
39394,"NEOTELAT-AS NeoTel Telefonservice GmbH & Co KG"
39395,"CATARO-AS SC Cataro SRL"
39396,"NBIS-AS NBI Systems Ltd."
39397,"AZ-STARNET-AS Az.StarNet LLC"
39398,"COSMICA-AS Cosmica"
39399,"FENIXVT-AS Private Enterprise Firma Fenix VT"
39400,"LBH-AS London Borough of Hackney"
39401,"LINKPLUSBG Link+ Ltd."
39402,"FERRARINETWORKS-AS FERRARI-NETWORKS S.A.R.L."
39403,"CMCZAWIERCIE-AS CMC Zawiercie S.A."
39405,"FULLSAVE-AS FULLSAVE SAS"
39406,"INTEK-AS NTC Intek LLC"
39407,"CHITATELECOM-AS OJSC Rostelecom"
39408,"CZ-ETHERNET AVI druzstvo"
39409,"CTBRNET-AS LA COMPAGNIE BENJAMIN DE ROTHSCHILD SA"
39410,"TEDAS-AS Turkiye Elektrik Dagitim A.S."
39411,"XNS-AS XNS MEDIA SRL"
39412,"SPINE SPINE`s AS Number"
39413,"ECLEAR-AS E-clear (UK) PLC"
39414,"BYTEFETCH Bytefetch Ltd"
39415,"MGTSUASIT-AS OJS Moscow city telephone network"
39418,"UMSJA Nyherji hf"
39419,"DELTACOMP-AS Delta Computers"
39420,"IPACS AS for IPACS"
39422,"SKM-AS PE Yaremenko O.V."
39423,"MPC-AS MPC Italia s.r.l."
39426,"PETERLINE-AS PeterLine LTD"
39427,"GITTIGIDIYOR GittiGidiyor Bilgi Teknolojileri San.Tic.A.S."
39428,"KHMB-AS BANK of KHANTY-MANSIYSK OPEN JOINT STOCK COMPANY"
39429,"ABBYY-AS Abby Production Ltd."
39430,"GREENZONE-AS Greenzone Network SRL"
39431,"ARGOCOM-AS ISP Argocom Ltd"
39432,"AHI-AS AlHarbi International for Telecom.."
39433,"KAZCOMBANK-AS JSC Kazkommertsbank"
39434,"DAGESTANTELEKOM-AS Optika-Telekom Ltd."
39435,"EVOLGOGRAD-AS CJSC 'ER-Telecom Holding'"
39438,"CAMELOT-AS camelot telecom AS"
39439,"ACSYSTEMY-AS AC Systemy Komputerowe Stanislaw Bor spolka jawna"
39440,"NETPLUSFR-AS netplusFR SA"
39442,"UNICO-AS JSC UNICO"
39443,"TRANSIT-TELECOM-AS TRANSIT TELECOM SRL"
39444,"OWENTIS-AS OWENTIS SAS"
39445,"ISPLIS-AS LLC Betonyarnya Budmajster"
39446,"KMDA-AS Kyiv State City Administration (KMDA) Autonomous System"
39447,"ZERTIA-AS Zertia Telecomunicaciones AS number"
39449,"FASTCOM-AS Fastcom Broadband Limited"
39451,"MELBOURNE-AS Melbourne Server Hosting Ltd."
39452,"MAXTEL-AS Maxtel Ltd"
39453,"KSRZIS-AS KSRZIS"
39455,"DATAEXPERT DataExpert SRL"
39456,"LLARIK-AS Llarik s.r.o."
39457,"LHSYS-CH-AS Lufthansa Systems FligthNav AS"
39458,"REALHOSTS-AS Real Hosts Limited"
39459,"PGL-AS PGL COM Limited"
39460,"WIENKANAL-AS Wien Kanal (WKN)"
39461,"BE-AS EDF Energy Nuclear Generation Group Ltd"
39462,"APEX-AS Apex AS-SET"
39463,"ULTRANET-AS JSC Lan-Telecom"
39464,"RO-STARDESIGN-ASN Star Design I&E SRL"
39465,"UGAVIA-AS JSC RCC 'Ugavia' AS"
39467,"TELENET-BG Telenet AS"
39468,"BIGMIR-INTERNET-AS LLC 'Digital Ventures'"
39470,"ATRIUMNETWORK ATRIUM NETWORK"
39471,"GC 'Newspaper 'Galitskie Kontrakty Ltd.'"
39472,"ARION-BANKI-AS Arion Banki hf"
39473,"ETERA-AS E-TERA"
39474,"NEOGEN-AS Neogen SA"
39475,"ETK-AS Yeniseytelecom AS"
39476,"TGNET TGNet Communications"
39477,"MUNDIO-MOBILE Mundio Mobile Ltd"
39478,"ASFINAG ASFiNAG AS Number"
39479,"NS3ASN NS3 s.r.l."
39480,"VENIGO-AS Venigo SARL"
39481,"SARACAKIS-AS Saracakis Brother AEVME"
39482,"ZAOPROXY-AS OJSC Public Corporation Sibsvyaz"
39483,"MTRUST Media Trust LLC AS"
39484,"SONITAR-HU-AS Sonitar Ltd. HU"
39485,"SCOTIAL Scotial Ltd"
39486,"ORGA-SYSTEMS-AS Orga Systems GmbH"
39487,"RADIOZET Eurozet Sp. z o.o."
39489,"INDS Stowarzyszenie Milosnikow Internetu INDS"
39490,"KRISBEREDSKAPSMYNDIGHETEN-AS Myndigheten for Samhallsskydd och Beredskap MSB"
39491,"HOLIDAY-AUTOS Holiday Autos GmbH"
39492,"OBRBANK-AS Commercial Bank 'Obrazovanie' AS number"
39493,"RU-KSTV CJSC Kolomna-Sviaz TV"
39494,"ARBATEK-AS Garant-Park-Telecom, Ltd."
39495,"COLIBRI-SOLUTIONS Colibri Solutions SAS"
39496,"MAVERICKNET Solist-group Ltd"
39497,"LAMA-NET-AS Lama  d.d. Dekani"
39499,"HAWE-AS Hawe Telekom Sp. z.o.o."
39500,"FLAURSEN-AS Frode Laursen A/S"
39501,"NGSAS Neda Gostar Saba Data Transfer Company Private Joint"
39502,"OPCOM OPERATORUL PIETEI DE ENERGIE ELECTRICA OPCOM S.A."
39503,"AZOTH-AS Azoth SRL"
39504,"KEOIC KEO International Consultants"
39505,"VESTITEL-AS VESTITEL BG"
39506,"MFX-AS Syntis SARL"
39507,"NORDNETWORK-AS SC NORD NETWORK SRL"
39508,"C07-AS IMTECH ICT Austria GmbH"
39509,"EUROCONNECT-FR BPL Global EMEA SAS"
39510,"TELEDOM TELEDOM Ltd."
39511,"VIPNET-AS VIP NET CONSULTING SRL"
39512,"NKTV-AS NKTV Ltd AS"
39513,"EUROTEL-AS EUROTEL Ltd"
39514,"BB44PLUS Raiffeisen OnLine GmbH"
39515,"CHRISTOPHER-C-VARVIAS Christopher C. Varvias & Associates SA"
39516,"RAROM-AS Registrul Auto Roman RA"
39518,"OOEGKK-AT Oberoesterreichische Gebietskrankenkasse - FORUM GESUNDHEIT"
39521,"EUROKOM EUROKOM ASN"
39522,"CONVERGED Converged Communication Solutions Limited"
39524,"FOROYABREIDBAND-AS Foroya Breidband"
39526,"TELECOMMD-AS ICS Networks Solutions SRL"
39527,"CYCOMM-AS Cycomm Communications S.R.L."
39528,"SANCITY Video Internet Technologies LTD."
39529,"MTRX-ALCHEVSK-AS Private Enterprise Matrix-Alchevsk"
39531,"ALTER-NET-AS Alter-NET SRL"
39532,"LANDSBANKI-AS Landsbanki Islands hf."
39533,"G23-AS G23 Ltd"
39534,"LYRA-NETWORK Lyra Network SAS"
39535,"LVIVONLINE Soft-Tronik Lviv"
39537,"HNS Hub Network Services Ltd"
39538,"DAKOSY-AS DAKOSY Datenkommunikationssystem AG"
39540,"INM-AS National Institute of Metrology"
39541,"SHL Smart Human Logistics Ltd"
39542,"SIGMA-INFORMATIQUE SIGMA INFORMATIQUE SAS"
39543,"TENNET-AS TENNET TELECOM SRL"
39544,"VOE VO Energies Multimedia SA"
39545,"FLUIDATA Fluidata Ltd"
39546,"INTERCOM-AS TOV Intercom"
39547,"ITE-AS Carrywater Consulting sp. z o.o."
39549,"SANDB S&B Industrial Minerals S.A."
39550,"KPMG-UK-LLP-AS KPMG UK LLP"
39551,"GENCAT-AS Centre Telecos i TI Generalitat de Catalunya"
39552,"AHR-AS ALLIANCE HEALTHCARE REPARTITION SAS"
39553,"ZOOMPK-AS Zoom OOD"
39554,"FULLRATE TDC A/S"
39555,"STW-SCHWAZ-AS Stadtwerke Schwaz GmbH."
39557,"GCN LLC 'Global City Net'"
39558,"GORIZONT-AS Teleradio Company Gorizont Ltd"
39560,"KT-NET KT-Net Communications GesmbH"
39561,"AGAVA Agava Ltd."
39563,"SHIVANET-AS Shivanet SRL"
39564,"EKAK CS&T -Svilengrad, Bulgaria"
39565,"DELTAPETROL Delta Petrol Urunleri Tic. A.S."
39566,"TRUSTNET-PL-AS TRUSTNET Babicz Agnieszka"
39567,"KBISAT-AS01 KB Impuls Service GmbH"
39569,"ROMEX-AS SC ROMEX NETWORK SRL"
39570,"LOOPIA Loopia AB"
39571,"SADAD-AS Sadad Informatics Corp."
39572,"ADVANCEDHOSTERS-AS ADVANCEDHOSTERS LIMITED"
39573,"SKYNETTELECOM-AS Skynet Telecom SRL"
39574,"MINET-AS Minet s.r.o."
39575,"SIBINTEK-SAMARA-AS Siberian Internet Company"
39576,"GRUPOLLANERA-AS Llanera S.L. Autonomous System"
39578,"MAXIMA Ltd 'Maxima'"
39579,"CHICAGO-METALLIC-AS CHICAGO METALLIC CONTINENTAL"
39581,"PRINTEC-AS Printec Group Romania SRL"
39582,"GRID Grid Bilisim Teknolojileri A.S."
39583,"PERTINEO Pertineo SAS"
39584,"RELAD-AS NextPharma SRL"
39585,"RADIO-CONTINENTAL-AS Radio-Continental Ltd."
39586,"SATURNTELECOM NPP Saturn Telecom Ltd."
39589,"MKM-AS ZAO Moskabelmet"
39590,"NDGF Nordic Data Grid Facility"
39591,"GLOBAL-E Global-e Network"
39592,"IGX0-AS Benjamin Ashton"
39593,"ROMSYS ROMSYS SRL"
39594,"ROBOT-HU-AS 0-24 Net Ltd."
39596,"GOLDEN-AS Limited Liability Company GoldenInternet"
39597,"SVNET-SE-AS Sverige.Net (Medianetwork i Halmstad AB)"
39598,"TIERA-AS TIERA"
39599,"TALEX-AS Talex S.A."
39600,"LIXIUM LIXIUM SARL"
39601,"WCOBG m+w MediaNetworks EOOD"
39602,"CRYSTAL-AS Crystal Data"
39603,"P4NET P4 Sp. z o.o."
39604,"MASARMAT-AS Joint-stock company 'MASARMAT'"
39605,"IGUANESOLUTIONS Iguane Solutions SAS"
39606,"ADVENCES Automatic Answer Communication AAC"
39607,"UNITEC Unitec AG"
39608,"LANETUA-AS Lanet Network Ltd."
39609,"MCOM-AS Multicom Products Ltd"
39610,"LCH-CLEARNET LCH Clearnet"
39611,"PRIMO-AS Primo Communications"
39612,"TEVIA-AS Tevia Ltd."
39613,"MELT MELT limited liability company"
39614,"IMPEX-AS ZAO RAIFFEISENBANK"
39616,"CIAOTELECOM Comunica I.T. Services SA"
39617,"CONSULTANCY-ASN Chris Burton t/a 8086 Consultancy"
39618,"HOMELINK Homelink Company"
39620,"S2S-UK s2s Uk Ltd"
39621,"STREAMUK-AS Stream UK Media Services Limited"
39622,"GRAT TOV 'Grat Net'"
39624,"KPMG-CH KPMG AG"
39625,"ARANEO-AS FarmaProm Polska Sp. z o.o. Sp. K"
39626,"SMILE-LV 'C3' SIA"
39627,"BSKYB British Sky Broadcasting Limited"
39628,"FIRSTLINK-AS Firstlink Networks"
39629,"LANSOFT-AS LANSOFT DATA SRL"
39631,"B3GNL-AS B3G-international Network AS"
39632,"EESTIPANK Eesti Pank (Bank of Estonia)"
39633,"PITCORE Ipitomi Limited"
39634,"VIATELECOM VIATELECOM"
39635,"MMI-AS Mini Maritsa Iztok EAD"
39636,"ASN-AEMNET AEM Net SpA"
39637,"NETLOGICS-AS PE Netlogics BV"
39638,"OKCOM-AS OKCom S.p.A."
39640,"KFN-AS KFN Kabelfernsehen Nidwalden AG"
39641,"ASN-WILLUX Willux.be Networks"
39642,"DK-ESS-AS Syd Energi Bredbaand A/S"
39643,"SVENLJUNGA-AS Svenljunga Kommun"
39644,"MSKG-AS PJSC ArcelorMittal Kryviy Rih"
39645,"TKG-FR Telekomunikaciju Grupa SIA"
39646,"IACCESS-ASN Activ Consulting One S.R.L."
39647,"REDHOSTING-AS Redhosting BV AS number"
39648,"WANTECH Wantech AB"
39649,"VIALI-AS SC Viali Computers SRL"
39650,"VIANET-AS Vianet SRL"
39651,"COMHEM-SWEDEN Com Hem Sweden"
39652,"GAZPET-AS SC Gazpet-Construct SRL"
39653,"MASWORLD SC MAS World Development SRL"
39654,"ROMSCOT-AS SC Romscot Consult SRL"
39656,"SECURITASDIRECT Securitas Direct AB"
39657,"COMESER-AS Numero AS di Comeser"
39658,"SCB-AS Statistics Sweden"
39660,"NETTRANS-AS CJSC 'Samara-Transtelecom'"
39661,"DNB-AS Bank Dnb Nord Polska SA"
39662,"FI-FICORA-AS Finnish Communications Regulatory Authority"
39663,"ALLIANZ-HR Allianz Zagreb d.d."
39665,"YIT-AS YIT Corporation"
39666,"RADIOC-AS Radioconekt, Ltd."
39668,"INTERSAT-AS Intersat SRL"
39669,"AVOLO-AS AVOLO TELECOM SRL"
39670,"ABN-AMRO-PL-ASN The Royal Bank of Scotland N.V. S.A. Oddzial w Polsce"
39671,"TCM-AS SC TELEVIZIUNEA prin CABLU MORENI - TCM SRL"
39672,"UTI-RIT-EMENA UTi Deutschland GmbH"
39673,"EXTENDED-STAR-ASN S.C. Extended Star S.R.L."
39674,"SOLUTIOS Solutios Limited"
39675,"LHIPO-AS Mortgage and Land Bank of Latvia State JSC"
39676,"TECHNO-R Company Techno-R Ltd."
39677,"WESERVE WeServe AG, Bern, Switzerland"
39678,"PGSMOW-AS OOO Pegas Touristik"
39679,"WFCOMM-AS WFComm.com Autonomous System"
39680,"KNH-AS TOV 'Karpatnaftokhim'"
39681,"MYHOSTUA-AS TISCHUIK VEAESLAV OOO"
39682,"KMEFIC Kuwait and Middle-East Financial Investment Co. K.S.C.Closed"
39683,"NETPOINT-SERVICES-AS NETPOINT SERVICES Ltd."
39684,"BWTELE-AS OOO Mango Telecom"
39685,"FIRMRADIO-AS Firm Radio, Ltd."
39686,"COMCENTER-AS Computer Center AS"
39687,"LEOBURNETT Leo Burnett & Target SA"
39688,"OTPBANK-RUS OJSC 'OTP BANK'"
39689,"KONZUM-AS Konzum d.o.o."
39690,"NOR-ATLANTIS-AS SC NOR ATLANTIS PREST SRL"
39691,"TELNIC Telnic Ltd"
39692,"ROMSERV-AS SC ROMSERV SOLUTIONS SRL"
39693,"ONET-AS TOV Orestlab"
39694,"I-CIF i-CIF  Groupement d'interet economique a capital variable"
39695,"UNIVEST-MARKETING Company 'Univest-Marketing' Ltd."
39696,"RA-TELECOM-AS JSC 'AKADO-Stolitsa'"
39698,"MBAUER-ASN Managmentservice Kleka Sp. z o.o."
39699,"SSPOY-AS SSP Yhtiot Oy"
39700,"WEBSTEKKER-AS Webstekker B.V."
39701,"SKYLINE-AS SkyLine Ltd"
39702,"SIT-AS S-IT Informationstechnologie Betreiber GmbH & Co. KG"
39703,"STTK-AS Closed Joint Stock Company SibTransTelecom"
39704,"CJ2-AS CJ2 Hosting&Development"
39706,"O2-GERMANY-AS Telefonica Germany GmbH & Co.OHG"
39707,"SINFORM-AS OOO 'SvyazInform'"
39708,"BORLANGE-STADSNAT Borlange Stadsnat Autonomous System"
39709,"EXTREME-AS EXTREME LTD"
39710,"BETATELECOM BetaTelecom Ltd"
39711,"TRAN-AS CJSC 'Moscow-Efes Brewery'"
39712,"DLG-AS JSK NetDialog"
39713,"KGMK-AS JSC Kola GMK"
39715,"WEBSTORE-AS Webstore Sarl"
39716,"VIP-LUBLIN-PL-AS VIP, Lublin, Poland"
39717,"POLESTAR-AS Polestar Interactive Ltd"
39718,"MMPK-AS MMP Communications Autonomous System"
39719,"DATASIELAS Datasiel Autonomous System"
39721,"AS39721 e-leven sa"
39722,"SLAVUTICH PJSC Carlsberg Ukraine"
39723,"MX-TECH SCIENTECHNIX S.R.L"
39724,"ISSR-AS CJSC COMSTAR-Regions"
39725,"DTVKZ-AS JSC Kazakhtelecom"
39726,"TRKMIR-AS Teleradiocompany MIR Ltd"
39727,"ZZI-AS ZZI d.o.o."
39728,"LUGANET-AS ARTA Ltd"
39729,"REGISTER-AS Register.IT S.p.A."
39730,"EIRCOM-UK Eircom (UK) Ltd"
39731,"AXIS-AS Axis Communications AB"
39732,"EUROBIT-AS Euro BIT S.A."
39733,"T24AS Talk24 Ltd."
39734,"A1TELECOM-AS A1 TELECOM NETWORK ISP SRL"
39735,"TELECOM_MANAGEMENT Telecom Management Company Limited"
39736,"ULTRA-NET-AS SC Ultra Net SRL"
39737,"NETVISION-AS Net Vision Telecom SRL"
39738,"TCLM-AS Telecom Castilla La Mancha"
39740,"NVRTELCOM TelecomService Ltd."
39741,"ZRA-AS RUS.COM CO.LTD"
39742,"ITM IT-MARK Ltd"
39743,"VOXILITY-AS Voxility S.R.L."
39744,"RAKNET-AS SC Raknet Soft SRL"
39745,"INDACO-AS Indaco Systems SRL"
39746,"MTCNET JSC Modern technologies of communication."
39747,"DIALCOMLTD-AS TOV 'Gipokrat'"
39748,"VITAS Private enterprise Teleradiocompany 'STEK'"
39749,"BEFREE-AS Befree LTD"
39750,"CBVE Coutts & Co AG"
39751,"CRIMEA-IX LLC 'CRELCOM'"
39753,"KTV AS for CJSC Kaskad-TV"
39754,"LE118000 118000 SAS"
39755,"ASN-ONTAP On Tap Networks Limited"
39756,"ROHOSTWAY-AS HOSTWAY ROMANIA SRL"
39757,"UKGRID-AS The UK Grid Network Ltd"
39758,"SIMPLIQ-AS SimpliQ SRL"
39759,"PASSEPARTOUT Passepartout s.p.a."
39760,"EFUZJA-AS Autonomous System for eFUZJA"
39761,"ABAK ABAK, Ltd."
39762,"VAK VAK Ltd."
39764,"DOLPHIN Dolphin Systems AG"
39765,"ITTEL-AS IT-TEL"
39766,"NETKABEL-AS Net Kabel Broadband Network"
39767,"VEFBANKA-AS Vef Banka A/S"
39768,"HAIFA-CHEMICALS Haifa Chemicals Ltd"
39769,"FC VAT 'Bank Finance and Credit'"
39770,"CCC-BLUE-TELECOM-AS SC CCC Blue Telecom SA Sucursala Barlad"
39771,"RVI Renault Trucks SAS"
39772,"TTM TTM network communications"
39773,"HOSTED-SIEMENS-COMLU Siemens Enterprise Communications SA"
39775,"HYPERNET-AS Limited Liability Company HyperNet"
39776,"MAYRHOFER Gerhard Mayrhofer EDV-Beratung und Schulungen e.U."
39777,"RODYNAMIC-AS Dynamic Distribution Srl"
39778,"MYSQL MySQL AB"
39779,"MESHDIGITAL Mesh Digital Ltd"
39780,"TECNOCOM-NET AS for Tecnocom T&E"
39781,"DIABOLOCOM Diabolocom SAS"
39782,"ASMFL-WM MF Global UK Ltd"
39783,"RENTARACK-AS Rent a Rack AS"
39784,"NOKIANET_AMSTERDAM NOKIA Corporation"
39785,"RU-MULTINET-AS Multi-Net plus Ltd"
39786,"SPACEKZ-AS TOO CyberAge"
39787,"TV2-NORWAY TV 2 AS"
39789,"RU-ACTIVE Limited Liability Company Active"
39790,"WEB4U AS of Web4U"
39791,"CEZNET-AS CEZ ICT Services a.s."
39792,"ANDERS-AS Anders Telecom Ltd."
39793,"PRVAGENERACIJA-AS Prva generacija doo AS"
39794,"EL-KOZIENICE-AS Elektrownia Kozienice S.A."
39795,"ZEIT-AS Zeitverlag Gerd Bucerius GmbH & Co. KG"
39796,"ABSOLUTOK-2 Absolut OK d.o.o."
39797,"CONECTYS Conectys Serv Telecom SRL"
39798,"KRAK KRAK"
39799,"COMINTEL-AS CJSC 'COMSTAR-regions'"
39800,"CMA-AS Centrum Monitorowania Alarmow Sp. z o.o."
39801,"LLN Leeds City Council"
39802,"WIRED-AS Wired Networks SRL"
39803,"UTI-AS UTI COMMUNICATIONS SYSTEMS SRL"
39804,"VDAB Vlaamse Dienst voor Arbeidsbemiddelling en Beroepsopleiding"
39805,"SITYCOM City Com, Ltd."
39807,"ASREYSAS Reysas Tasimacilik ve Lojistik Tic. A.S."
39808,"FONTEL FONTEL SPA"
39809,"ROMEXTERRA-AS Nextebank S.A."
39810,"UA-WICOM The national operator of wireless communication 'WiMAX-Ukraine'"
39811,"MTSNET-FAR-EAST-AS MTS OJSC"
39812,"KAMENSKTEL-AS CJSC Radiotelephone AS"
39813,"IPU-AS S.C. Intex Prim Universal S.R.L."
39815,"ULBS-AS Universitatea Lucian Blaga"
39816,"VOLTA-AS Volta Communications Sp.z.o.o."
39817,"OVANET Ovanet, a.s."
39818,"KFIB-OJSC-AS KIT Finance investment bank (OJSC)"
39819,"PROHOSTKG Optima Telecom Ltd."
39820,"MADTV-AS MAD TV Television S.A."
39821,"CANMOS-AS CANMOS"
39822,"KUTS-AS Center for Information Technologies 'Fobos' Ltd."
39823,"COMPIC Compic Ltd."
39824,"ALMANET-AS JSC AlmaTV"
39825,"ANFRO-AS SC ANFRO SRL"
39827,"HOSTTEL-AS Hosting Telecom"
39829,"IRISTEL-AS IRISTEL ROMANIA SRL"
39831,"CDSNET-AS COMMUNICATION DATA SYSTEM SRL"
39832,"NO-OPERA Opera Software ASA"
39833,"INTELSOFT Saturn Internet Solutions OOD"
39834,"TESAT-AS TESAT Sp. z o.o"
39835,"GOETEL GoeTel GmbH"
39836,"AKAMAI-FRA Akamai International B.V."
39837,"MUR mur.at - Verein zur Foerderung von Netzwerkkunst"
39838,"ADRIONET-AS SC AdrioNet Tech SRL"
39839,"DK-HOSTMASTER DK Hostmaster A/S"
39840,"NETNOD-SVL NETNOD Internet Exchange i Sverige AB"
39842,"INTERAMERICAN-RO-AS Eureko Asigurari SA"
39843,"RATECOM-AS ZAO 'Ratecom'"
39844,"KFKILNX-AS T-Systems Magyarorszag Co"
39845,"MINI-TUR-AS MINI-TUR SRL"
39846,"ONEGA Onega Ltd"
39847,"CAP-CONNEXION-AS C@P CONNEXION"
39848,"DELTASYS Delta Systems network"
39849,"PTX-AS ProTX Ltd"
39850,"NB-TRUST-AS OAO National Bank 'TRUST'"
39851,"KP-MEDIA LLC 'Digital Ventures'"
39852,"IBAHN-EUROPE iBAHN-Europe Public AS"
39854,"ASN-6COM 6COM s.r.o."
39856,"HUNTERS-AS Grupa Hunters Sp. z o.o."
39857,"TKY-AS Aalto University Student Union"
39858,"COMSTAR-VOLGA-ARZAMAS JSC COMSTAR-UTS"
39860,"INTEKS-AS Inteks Service Ltd."
39861,"CSM-AS Comunicatii Starnet Media SRL"
39862,"DIGICOM-AS PP 'Cifrovi Kommunikacii'"
39863,"CROSSNET Crossnet LLC"
39864,"TENSORCOMP-AS Company 'Tensor' LLC"
39865,"VIT-CH Vision Information Transaction AG"
39866,"ENGEC-AS Saint-Petersburg University of Engineering and Economics"
39867,"IC-AS Interconnect Ltd"
39868,"FRANSABANK FRANSABANK SAL"
39869,"SITEL-PL SITEL - Polish IP Transit Networks"
39870,"NETNOD-MMO NETNOD Internet Exchange i Sverige AB"
39871,"NETNOD-GBG NETNOD Internet Exchange i Sverige AB"
39872,"MICROPOS-AS Micropos d.o.o."
39873,"RMSK-COMM Rzeszow University of Technology"
39875,"W3Z Zycomm Electronics Limited"
39877,"RADIONETWORK-AS Micropower Electric S.R.L."
39878,"RAUTER-AS Peter Rauter GmbH"
39879,"SVC-AS SVC Sozialversicherungs-Chipkarten Betriebs- und Errichtungs GmbH"
39881,"CONSULTCOMMERCE-AS ConsultCommerce is a hosting company"
39882,"CASNET Cassava Enterprises LTD."
39883,"TOYOTA-BANK-AS Toyota Bank Polska S.A."
39884,"VOIPFONE-AS iNet Telecoms Ltd"
39885,"PAYLIFE-AS PayLife Bank GmbH"
39886,"NOMOTECH Nomotech SAS"
39887,"TELEVIDEOCOM-AS TELEVIDEOCOM SRL"
39889,"DT-AS DigitalTouch AB"
39890,"AL-NAJAH AS Number for al Najah University"
39891,"ALJAWWALSTC-AS SaudiNet, Saudi Telecom Company"
39892,"PROSOFTSYSTEM-ASN SC. PRO SOFT SYSTEM SRL."
