City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Johnson/ Weld,Stein/ Baraka,Mcmullin/ Johnson,Kotlikoff/ Leamer,Feegbeh/ O'Brien,Moorehead/ Lilly,Schoenke/ Mitchel,All Others,No Preference,Blanks,Total Votes Cast,Clinton Percentage,Trump Percentage,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage
Boston,21,12,904,192,46,23,1,0,0,0,0,12,0,19,1197,75.52213868,16.04010025,2414,2051,85,2,198,2,36,40,2414,1972,76,126,1,196,2,8,33,3.5,0.1,8.2,0.1,1.5,1.7,5.2,85
Boston,21,13,854,303,52,17,0,0,0,0,0,29,0,7,1262,67.6703645,24.00950872,2772,2133,52,1,502,1,39,44,2772,2088,48,76,0,502,1,17,40,1.9,0,18.1,0,1.4,1.6,2.7,76.9
Boston,21,14,654,61,28,17,0,0,0,0,0,12,0,8,780,83.84615385,7.820512821,1528,1253,44,2,175,0,20,34,1528,1197,42,83,2,175,0,2,27,2.9,0.1,11.5,0,1.3,2.2,5.4,82
Boston,21,15,791,81,22,17,2,0,0,0,0,11,0,4,928,85.23706897,8.728448276,1905,1545,54,6,236,2,32,30,1905,1488,53,87,4,235,2,11,25,2.8,0.3,12.4,0.1,1.7,1.6,4.6,81.1
Boston,21,16,846,165,49,27,0,0,0,0,0,24,0,18,1129,74.93356953,14.61470328,5369,4299,265,4,567,0,88,146,5369,4024,248,393,4,564,0,11,125,4.9,0.1,10.6,0,1.6,2.7,7.3,80.1
Boston,22,1,1130,121,50,43,7,0,0,0,0,39,0,7,1397,80.88761632,8.661417323,5112,3220,357,17,1026,1,278,213,5112,2804,315,712,8,1022,1,68,182,7,0.3,20.1,0,5.4,4.2,13.9,63
Boston,22,2,1249,169,37,45,0,0,0,0,0,32,0,12,1544,80.89378238,10.94559585,2937,1933,163,8,404,2,315,112,2937,1738,146,480,3,401,2,98,69,5.5,0.3,13.8,0.1,10.7,3.8,16.3,65.8
Boston,22,3,1063,214,41,32,7,0,0,0,0,33,0,13,1403,75.76621525,15.25302922,2369,1875,78,3,306,0,73,34,2369,1787,70,157,3,305,0,21,26,3.3,0.1,12.9,0,3.1,1.4,6.6,79.1
Boston,22,4,701,128,44,17,0,0,0,0,0,20,0,11,921,76.11292074,13.89793702,1406,1133,57,0,154,0,42,20,1406,1085,55,87,0,151,0,10,18,4.1,0,11,0,3,1.4,6.2,80.6
Boston,22,5,598,123,28,18,0,0,0,0,0,10,0,13,790,75.69620253,15.56962025,1642,1010,116,3,185,0,251,77,1642,894,99,270,1,184,0,136,58,7.1,0.2,11.3,0,15.3,4.7,16.4,61.5
Boston,22,6,606,106,31,25,0,0,0,0,0,18,0,7,793,76.4186633,13.36696091,1585,1157,41,1,221,0,117,48,1585,1066,32,169,1,221,0,58,38,2.6,0.1,13.9,0,7.4,3,10.7,73
Boston,22,7,949,155,57,24,0,0,0,0,0,19,0,15,1219,77.85069729,12.71534044,2079,1628,118,4,160,1,121,47,2079,1552,109,164,3,159,1,52,39,5.7,0.2,7.7,0,5.8,2.3,7.9,78.3
Boston,22,8,669,199,31,9,0,0,0,0,0,24,0,8,940,71.17021277,21.17021277,2065,1583,61,1,357,0,26,37,2065,1505,58,108,1,354,0,8,31,3,0,17.3,0,1.3,1.8,5.2,76.7
Boston,22,9,708,173,32,20,3,0,0,0,0,18,0,15,969,73.06501548,17.85345717,2018,1564,40,0,319,2,33,60,2018,1498,37,99,0,319,2,11,52,2,0,15.8,0.1,1.6,3,4.9,77.5
Boston,22,10,835,163,38,19,1,0,0,0,0,23,0,19,1098,76.04735883,14.84517304,2442,1984,90,1,250,0,73,44,2442,1842,81,207,1,248,0,34,29,3.7,0,10.2,0,3,1.8,8.5,81.2
Boston,22,11,596,130,14,29,0,0,0,0,0,11,0,7,787,75.73062262,16.5184244,1315,1019,66,5,155,0,29,41,1315,949,64,109,1,152,0,12,28,5,0.4,11.8,0,2.2,3.1,8.3,77.5
Boston,22,12,605,138,27,14,1,0,0,0,0,17,0,9,811,74.59926017,17.01602959,1646,1007,164,8,242,1,158,66,1646,903,138,299,5,242,0,29,30,10,0.5,14.7,0.1,9.6,4,18.2,61.2
