City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Johnson/ Weld,Stein/ Baraka,Mcmullin/ Johnson,Kotlikoff/ Leamer,Feegbeh/ O'Brien,Moorehead/ Lilly,Schoenke/ Mitchel,All Others,No Preference,Blanks,Total Votes Cast,,
Falmouth,-,7,1094.00,913.00,81.00,28.00,2.00,0.00,0.00,0.00,0.00,26.00,0.00,25.00,2169.00,,
Falmouth,-,8,1070.00,907.00,81.00,42.00,2.00,0.00,0.00,0.00,0.00,29.00,0.00,35.00,2166.00,,
Falmouth,-,9,1073.00,799.00,84.00,30.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,33.00,2046.00,,
Fitchburg,1,A,619.00,314.00,58.00,12.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,15.00,1031.00,,
Fitchburg,1,B,677.00,452.00,68.00,26.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,18.00,1254.00,,
Fitchburg,2,A,607.00,262.00,37.00,25.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,9.00,952.00,,
Fitchburg,2,B,742.00,609.00,74.00,16.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,30.00,1490.00,,
Fitchburg,3,A,961.00,832.00,120.00,15.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,37.00,1981.00,,
Fitchburg,3,B,772.00,543.00,74.00,35.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,33.00,1460.00,,
Fitchburg,4,A,490.00,288.00,38.00,21.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,20.00,862.00,,
Fitchburg,4,B,699.00,276.00,50.00,22.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,26.00,1082.00,,
Fitchburg,5,A,849.00,842.00,114.00,21.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,19.00,1880.00,,
Fitchburg,5,B,619.00,232.00,41.00,28.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,15.00,946.00,,
Fitchburg,6,A,854.00,626.00,91.00,19.00,1.00,0.00,0.00,0.00,0.00,20.00,0.00,29.00,1640.00,,
Fitchburg,6,B,701.00,311.00,47.00,19.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,17.00,1101.00,,
Florida,-,1,191.00,170.00,17.00,11.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,3.00,400.00,,
Foxborough,-,1,1002.00,774.00,100.00,15.00,5.00,0.00,0.00,0.00,0.00,25.00,0.00,39.00,1960.00,,
Foxborough,-,2,1119.00,831.00,123.00,12.00,3.00,0.00,0.00,0.00,0.00,33.00,0.00,47.00,2168.00,,
Foxborough,-,3,1048.00,877.00,105.00,25.00,3.00,0.00,0.00,0.00,0.00,44.00,0.00,38.00,2140.00,,
Foxborough,-,4,1031.00,881.00,131.00,19.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,26.00,2129.00,,
Foxborough,-,5,932.00,798.00,121.00,24.00,7.00,0.00,0.00,0.00,0.00,21.00,0.00,44.00,1947.00,,
Framingham,-,1,1551.00,631.00,89.00,31.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,22.00,2360.00,,
Framingham,-,2,1702.00,686.00,113.00,28.00,0.00,0.00,0.00,0.00,0.00,46.00,0.00,30.00,2605.00,,
Framingham,-,3,1354.00,474.00,70.00,16.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,21.00,1961.00,,
Framingham,-,4,1527.00,580.00,96.00,25.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,40.00,2319.00,,
Framingham,-,5,1426.00,591.00,110.00,30.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,26.00,2225.00,,
Framingham,-,6,1418.00,620.00,108.00,25.00,0.00,0.00,0.00,0.00,0.00,57.00,0.00,25.00,2253.00,,
Framingham,-,7,1324.00,489.00,79.00,22.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,11.00,1969.00,,
Framingham,-,8,1406.00,421.00,75.00,23.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,23.00,1980.00,,
Framingham,-,9,1033.00,318.00,62.00,17.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,13.00,1465.00,,
Framingham,-,10,860.00,253.00,59.00,13.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,14.00,1214.00,,
Framingham,-,11,1547.00,607.00,103.00,21.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,32.00,2374.00,,
Framingham,-,12,798.00,265.00,34.00,13.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,12.00,1141.00,,
Framingham,-,13,1033.00,327.00,43.00,21.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,13.00,1468.00,,
Framingham,-,14,810.00,182.00,33.00,16.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,10.00,1078.00,,
Framingham,-,15,830.00,215.00,55.00,18.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,12.00,1156.00,,
Framingham,-,16,533.00,113.00,19.00,1.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,8.00,688.00,,
Framingham,-,17,633.00,58.00,13.00,8.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,5.00,726.00,,
Framingham,-,18,735.00,233.00,35.00,19.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,6.00,1046.00,,
Franklin,-,1,1132.00,843.00,109.00,21.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,34.00,2193.00,,
Franklin,-,2,1130.00,846.00,112.00,19.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,24.00,2183.00,,
Franklin,-,3,1127.00,844.00,108.00,20.00,0.00,0.00,0.00,0.00,0.00,57.00,0.00,31.00,2187.00,,
Franklin,-,4,1236.00,989.00,129.00,16.00,0.00,0.00,0.00,0.00,0.00,76.00,0.00,41.00,2487.00,,
Franklin,-,5,1252.00,885.00,119.00,19.00,0.00,0.00,0.00,0.00,0.00,58.00,0.00,49.00,2382.00,,
Franklin,-,6,1139.00,730.00,138.00,29.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,30.00,2113.00,,
Franklin,-,7,1355.00,888.00,137.00,22.00,0.00,0.00,0.00,0.00,0.00,58.00,0.00,43.00,2503.00,,
Franklin,-,8,1156.00,971.00,136.00,26.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,32.00,2385.00,,
Freetown,-,1,665.00,910.00,58.00,18.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,18.00,1705.00,,
Freetown,-,2,707.00,875.00,57.00,21.00,2.00,0.00,0.00,0.00,0.00,27.00,0.00,14.00,1703.00,,
Freetown,-,3,663.00,864.00,63.00,29.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,26.00,1669.00,,
Gardner,1,A,556.00,415.00,60.00,17.00,3.00,0.00,0.00,0.00,0.00,26.00,0.00,8.00,1085.00,,
Gardner,1,B,170.00,217.00,27.00,5.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,9.00,438.00,,
Gardner,2,A,480.00,382.00,61.00,19.00,2.00,0.00,0.00,0.00,0.00,14.00,0.00,16.00,974.00,,
Gardner,2,B,441.00,486.00,97.00,16.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,14.00,1060.00,,
Gardner,3,A,403.00,324.00,55.00,17.00,1.00,0.00,0.00,0.00,0.00,14.00,0.00,8.00,822.00,,
Gardner,3,B,529.00,392.00,67.00,13.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,1041.00,,
Gardner,4,A,485.00,294.00,48.00,24.00,1.00,0.00,0.00,0.00,0.00,14.00,0.00,15.00,881.00,,
Gardner,4,B,297.00,229.00,48.00,15.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,11.00,608.00,,
Gardner,5,A,389.00,315.00,45.00,11.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,11.00,786.00,,
Gardner,5,B,446.00,488.00,82.00,20.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,13.00,1067.00,,
Georgetown,-,1,863.00,848.00,114.00,18.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,19.00,1893.00,,
Georgetown,-,2,727.00,725.00,117.00,20.00,5.00,0.00,0.00,0.00,0.00,26.00,0.00,24.00,1644.00,,
Georgetown,-,3,757.00,655.00,100.00,11.00,6.00,0.00,0.00,0.00,0.00,19.00,0.00,17.00,1565.00,,
Gill,-,1,579.00,259.00,57.00,32.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,5.00,953.00,,
Gloucester,1,1,1197.00,541.00,81.00,33.00,4.00,0.00,0.00,0.00,0.00,24.00,0.00,35.00,1915.00,,
Gloucester,1,2,919.00,545.00,74.00,31.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,22.00,1618.00,,
Gloucester,2,1,762.00,423.00,53.00,20.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,22.00,1306.00,,
Gloucester,2,2,788.00,342.00,53.00,27.00,6.00,0.00,0.00,0.00,0.00,18.00,0.00,19.00,1253.00,,
Gloucester,3,1,815.00,479.00,54.00,25.00,1.00,0.00,0.00,0.00,0.00,26.00,0.00,18.00,1418.00,,
Gloucester,3,2,853.00,515.00,70.00,19.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,16.00,1493.00,,
Gloucester,4,1,976.00,605.00,68.00,23.00,2.00,0.00,0.00,0.00,0.00,29.00,0.00,23.00,1726.00,,
Gloucester,4,2,1301.00,521.00,93.00,40.00,5.00,0.00,0.00,0.00,0.00,43.00,0.00,31.00,2034.00,,
Gloucester,5,1,1141.00,669.00,82.00,29.00,1.00,0.00,0.00,0.00,0.00,43.00,0.00,32.00,1997.00,,
Gloucester,5,2,1056.00,715.00,68.00,33.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,29.00,1948.00,,
Goshen,-,1,364.00,213.00,28.00,15.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,13.00,638.00,,
Gosnold,-,1,36.00,27.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,71.00,,
Grafton,-,1,1061.00,806.00,130.00,32.00,4.00,0.00,0.00,0.00,0.00,22.00,0.00,36.00,2091.00,,
Grafton,-,2,1084.00,767.00,127.00,29.00,7.00,0.00,0.00,0.00,0.00,20.00,0.00,38.00,2072.00,,
Grafton,-,3,1103.00,739.00,100.00,13.00,11.00,0.00,0.00,0.00,0.00,30.00,0.00,37.00,2033.00,,
Grafton,-,4,901.00,743.00,110.00,36.00,4.00,0.00,0.00,0.00,0.00,19.00,0.00,26.00,1839.00,,
Grafton,-,5,1223.00,828.00,119.00,20.00,6.00,0.00,0.00,0.00,0.00,27.00,0.00,29.00,2252.00,,
Granby,-,1,949.00,809.00,98.00,50.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,53.00,1971.00,,
Granby,-,2,702.00,890.00,75.00,43.00,2.00,0.00,0.00,0.00,0.00,12.00,0.00,46.00,1770.00,,
Granville,-,1,335.00,548.00,55.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,986.00,,
Great Barrington,-,A,752.00,155.00,34.00,31.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,9.00,986.00,,
Great Barrington,-,B,737.00,187.00,38.00,31.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,5.00,1011.00,,
Great Barrington,-,C,567.00,89.00,12.00,35.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,10.00,726.00,,
Great Barrington,-,D,824.00,149.00,19.00,31.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,11.00,1041.00,,
Greenfield,-,1,547.00,280.00,51.00,23.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,18.00,934.00,,
Greenfield,-,2,741.00,341.00,52.00,36.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,24.00,1214.00,,
Greenfield,-,3,638.00,254.00,36.00,38.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,10.00,998.00,,
Greenfield,-,4,736.00,257.00,43.00,20.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,21.00,1092.00,,
Greenfield,-,5,718.00,175.00,33.00,49.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,18.00,1024.00,,
Greenfield,-,6,736.00,154.00,30.00,53.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,19.00,1019.00,,
Greenfield,-,7,483.00,246.00,54.00,32.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,22.00,847.00,,
Greenfield,-,8,515.00,170.00,35.00,39.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,24.00,796.00,,
Greenfield,-,9,460.00,221.00,38.00,19.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,9.00,773.00,,
Groton,-,1,1410.00,703.00,152.00,29.00,11.00,0.00,0.00,0.00,0.00,37.00,0.00,43.00,2385.00,,
Groton,-,2,1247.00,765.00,123.00,37.00,3.00,0.00,0.00,0.00,0.00,38.00,0.00,30.00,2243.00,,
Groton,-,3,1260.00,670.00,125.00,30.00,6.00,0.00,0.00,0.00,0.00,48.00,0.00,45.00,2184.00,,
Groveland,-,1,913.00,968.00,86.00,27.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,23.00,2057.00,,
Groveland,-,2,909.00,966.00,104.00,25.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,28.00,2068.00,,
Hadley,-,1,2149.00,867.00,105.00,98.00,5.00,0.00,0.00,0.00,0.00,35.00,0.00,54.00,3313.00,,
Halifax,-,1,883.00,1252.00,113.00,21.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,24.00,2333.00,,
Halifax,-,2,911.00,1060.00,115.00,37.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,24.00,2186.00,,
Hamilton,-,1,958.00,583.00,88.00,33.00,1.00,0.00,0.00,0.00,0.00,50.00,0.00,28.00,1741.00,,
Hamilton,-,2,953.00,542.00,131.00,17.00,1.00,0.00,0.00,0.00,0.00,55.00,0.00,24.00,1723.00,,
Hamilton,-,3,720.00,351.00,99.00,19.00,8.00,0.00,0.00,0.00,0.00,83.00,0.00,18.00,1298.00,,
Hampden,-,1,1188.00,1645.00,154.00,37.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,81.00,3117.00,,
Hancock,-,1,189.00,159.00,24.00,9.00,2.00,0.00,0.00,0.00,0.00,7.00,0.00,7.00,397.00,,
Hanover,-,1,885.00,1033.00,96.00,16.00,5.00,0.00,0.00,0.00,0.00,49.00,0.00,34.00,2118.00,,
Hanover,-,2,958.00,1125.00,107.00,20.00,2.00,0.00,0.00,0.00,0.00,46.00,0.00,40.00,2298.00,,
Hanover,-,3,964.00,994.00,106.00,21.00,4.00,0.00,0.00,0.00,0.00,33.00,0.00,55.00,2177.00,,
Hanover,-,4,943.00,1115.00,91.00,14.00,1.00,0.00,0.00,0.00,0.00,38.00,0.00,43.00,2245.00,,
Hanson,-,1,829.00,1060.00,85.00,11.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,39.00,2047.00,,
Hanson,-,2,864.00,1045.00,131.00,23.00,4.00,0.00,0.00,0.00,0.00,20.00,0.00,50.00,2137.00,,
Hanson,-,3,739.00,1019.00,113.00,24.00,14.00,0.00,0.00,0.00,0.00,27.00,0.00,38.00,1974.00,,
Hardwick,-,1,568.00,709.00,77.00,28.00,2.00,0.00,0.00,0.00,0.00,21.00,0.00,16.00,1421.00,,
Harvard,-,1,2515.00,889.00,182.00,50.00,2.00,0.00,0.00,0.00,0.00,75.00,0.00,63.00,3776.00,,
Harwich,-,1,1215.00,854.00,90.00,25.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,33.00,2249.00,,
Harwich,-,2,1145.00,843.00,77.00,35.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,31.00,2162.00,,
Harwich,-,3,1139.00,899.00,83.00,37.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,38.00,2226.00,,
Harwich,-,4,1061.00,698.00,90.00,35.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,19.00,1935.00,,
Hatfield,-,1,1284.00,660.00,77.00,61.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,31.00,2152.00,,
Haverhill,1,1,618.00,270.00,45.00,17.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,5.00,966.00,,
Haverhill,1,2,867.00,411.00,54.00,23.00,3.00,0.00,0.00,0.00,0.00,22.00,0.00,14.00,1394.00,,
Haverhill,1,3,670.00,456.00,56.00,15.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,18.00,1234.00,,
Haverhill,2,1,648.00,485.00,74.00,22.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,16.00,1266.00,,
Haverhill,2,2,664.00,636.00,69.00,26.00,1.00,0.00,0.00,0.00,0.00,24.00,0.00,22.00,1442.00,,
Haverhill,2,3,593.00,276.00,42.00,16.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,12.00,961.00,,
Haverhill,3,1,596.00,135.00,25.00,19.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,6.00,794.00,,
Haverhill,3,2,644.00,323.00,40.00,16.00,1.00,0.00,0.00,0.00,0.00,18.00,0.00,17.00,1059.00,,
Haverhill,3,3,653.00,397.00,59.00,21.00,1.00,0.00,0.00,0.00,0.00,17.00,0.00,4.00,1152.00,,
Haverhill,4,1,749.00,731.00,79.00,27.00,2.00,0.00,0.00,0.00,0.00,23.00,0.00,28.00,1639.00,,
Haverhill,4,2,793.00,886.00,84.00,23.00,2.00,0.00,0.00,0.00,0.00,37.00,0.00,14.00,1839.00,,
Haverhill,4,3,756.00,734.00,78.00,16.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,33.00,1641.00,,
Haverhill,5,1,867.00,578.00,59.00,17.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,10.00,1553.00,,
Haverhill,5,2,777.00,819.00,53.00,26.00,1.00,0.00,0.00,0.00,0.00,25.00,0.00,24.00,1725.00,,
Haverhill,5,3,812.00,933.00,71.00,15.00,3.00,0.00,0.00,0.00,0.00,37.00,0.00,20.00,1891.00,,
Haverhill,6,1,736.00,630.00,63.00,20.00,3.00,0.00,0.00,0.00,0.00,20.00,0.00,18.00,1490.00,,
Haverhill,6,2,772.00,633.00,60.00,31.00,1.00,0.00,0.00,0.00,0.00,53.00,0.00,13.00,1563.00,,
Haverhill,6,3,841.00,706.00,84.00,16.00,3.00,0.00,0.00,0.00,0.00,38.00,0.00,17.00,1705.00,,
Haverhill,7,1,804.00,616.00,86.00,14.00,1.00,0.00,0.00,0.00,0.00,18.00,0.00,30.00,1569.00,,
Haverhill,7,2,744.00,578.00,64.00,17.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,16.00,1439.00,,
Haverhill,7,3,803.00,817.00,98.00,21.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,19.00,1807.00,,
Hawley,-,1,105.00,67.00,14.00,7.00,2.00,0.00,0.00,0.00,0.00,10.00,0.00,1.00,206.00,,
Heath,-,1,244.00,165.00,24.00,12.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,11.00,459.00,,
Hingham,-,1,1327.00,776.00,114.00,26.00,7.00,0.00,0.00,0.00,0.00,59.00,0.00,51.00,2360.00,,
Hingham,-,2,1436.00,801.00,113.00,28.00,5.00,0.00,0.00,0.00,0.00,63.00,0.00,36.00,2482.00,,
Hingham,-,3,1445.00,739.00,123.00,28.00,6.00,0.00,0.00,0.00,0.00,75.00,0.00,43.00,2459.00,,
Hingham,-,4,1363.00,768.00,128.00,23.00,4.00,0.00,0.00,0.00,0.00,65.00,0.00,49.00,2400.00,,
Hingham,-,5,922.00,645.00,80.00,20.00,4.00,0.00,0.00,0.00,0.00,42.00,0.00,38.00,1751.00,,
Hingham,-,5A,717.00,267.00,38.00,3.00,1.00,0.00,0.00,0.00,0.00,9.00,0.00,25.00,1060.00,,
Hingham,-,6,1300.00,814.00,95.00,14.00,1.00,0.00,0.00,0.00,0.00,67.00,0.00,52.00,2343.00,,
Hinsdale,-,1,606.00,403.00,55.00,37.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,24.00,1136.00,,
Holbrook,-,1,773.00,526.00,46.00,22.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,17.00,1400.00,,
Holbrook,-,2,708.00,663.00,70.00,25.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,29.00,1521.00,,
Holbrook,-,3,720.00,613.00,76.00,21.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,18.00,1469.00,,
Holbrook,-,4,711.00,583.00,56.00,22.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,19.00,1409.00,,
Holden,-,1,1031.00,944.00,150.00,28.00,13.00,0.00,0.00,0.00,0.00,31.00,0.00,36.00,2233.00,,
Holden,-,2,1159.00,910.00,118.00,26.00,11.00,0.00,0.00,0.00,0.00,35.00,0.00,44.00,2303.00,,
Holden,-,3,1070.00,763.00,135.00,37.00,8.00,0.00,0.00,0.00,0.00,38.00,0.00,37.00,2088.00,,
Holden,-,4,1193.00,1025.00,125.00,31.00,4.00,0.00,0.00,0.00,0.00,37.00,0.00,45.00,2460.00,,
Holden,-,5,1152.00,970.00,133.00,27.00,4.00,0.00,0.00,0.00,0.00,36.00,0.00,34.00,2356.00,,
Holland,-,1,475.00,720.00,106.00,33.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,33.00,1381.00,,
Holliston,-,1,1394.00,744.00,131.00,16.00,0.00,0.00,0.00,0.00,0.00,59.00,0.00,37.00,2381.00,,
Holliston,-,2,1409.00,639.00,125.00,41.00,0.00,0.00,0.00,0.00,0.00,58.00,0.00,38.00,2310.00,,
Holliston,-,3,1293.00,582.00,100.00,18.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,28.00,2073.00,,
Holliston,-,4,1195.00,598.00,102.00,17.00,0.00,0.00,0.00,0.00,0.00,62.00,0.00,29.00,2003.00,,
Holyoke,1,A,815.00,58.00,14.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,916.00,,
Holyoke,1,B,787.00,99.00,28.00,24.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,11.00,952.00,,
Holyoke,2,A,696.00,121.00,23.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,884.00,,
Holyoke,2,B,702.00,72.00,20.00,9.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,13.00,827.00,,
Holyoke,3,A,867.00,284.00,39.00,35.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,1249.00,,
Holyoke,3,B,837.00,497.00,59.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,1473.00,,
Holyoke,4,A,639.00,93.00,11.00,19.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,16.00,781.00,,
Holyoke,4,B,822.00,174.00,25.00,31.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,21.00,1083.00,,
Holyoke,5,A,925.00,748.00,72.00,40.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,33.00,1840.00,,
Holyoke,5,B,873.00,384.00,36.00,15.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,13.00,1337.00,,
Holyoke,6,A,841.00,256.00,30.00,23.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,17.00,1179.00,,
Holyoke,6,B,854.00,320.00,39.00,35.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,35.00,1297.00,,
Holyoke,7,A,981.00,558.00,53.00,38.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,38.00,1692.00,,
Holyoke,7,B,1017.00,358.00,60.00,45.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,27.00,1529.00,,
Hopedale,-,1,1759.00,1375.00,197.00,49.00,0.00,0.00,0.00,0.00,0.00,76.00,0.00,55.00,3511.00,,
Hopkinton,-,1,1498.00,706.00,156.00,29.00,7.00,0.00,0.00,0.00,0.00,70.00,0.00,38.00,2504.00,,
Hopkinton,-,2,1342.00,777.00,123.00,23.00,4.00,0.00,0.00,0.00,0.00,44.00,0.00,38.00,2351.00,,
Hopkinton,-,3,1232.00,728.00,146.00,24.00,11.00,0.00,0.00,0.00,0.00,56.00,0.00,42.00,2239.00,,
Hopkinton,-,4,1286.00,700.00,135.00,24.00,8.00,0.00,0.00,0.00,0.00,48.00,0.00,41.00,2242.00,,
Hubbardston,-,1,1040.00,1376.00,203.00,36.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,67.00,2765.00,,
Hudson,-,1,896.00,570.00,75.00,20.00,5.00,0.00,0.00,0.00,0.00,27.00,0.00,26.00,1619.00,,
Hudson,-,2,785.00,457.00,85.00,20.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,16.00,1389.00,,
Hudson,-,3,827.00,658.00,98.00,12.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,17.00,1653.00,,
Hudson,-,4,903.00,627.00,107.00,20.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,18.00,1712.00,,
Hudson,-,5,1109.00,664.00,98.00,18.00,3.00,0.00,0.00,0.00,0.00,30.00,0.00,18.00,1940.00,,
Hudson,-,6,728.00,400.00,57.00,13.00,3.00,0.00,0.00,0.00,0.00,23.00,0.00,18.00,1242.00,,
Hudson,-,7,780.00,399.00,79.00,15.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,15.00,1310.00,,
Hull,-,1,1335.00,741.00,81.00,22.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,19.00,2226.00,,
Hull,-,2,1058.00,756.00,81.00,28.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,29.00,1974.00,,
Hull,-,3,1295.00,859.00,91.00,16.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,37.00,2343.00,,
Huntington,-,1,460.00,611.00,71.00,35.00,1.00,0.00,0.00,0.00,0.00,6.00,0.00,17.00,1201.00,,
Ipswich,-,1,1337.00,605.00,92.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,2136.00,,
Ipswich,-,2,1354.00,770.00,142.00,40.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00,2380.00,,
Ipswich,-,3,1029.00,867.00,128.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00,2130.00,,
Ipswich,-,4,1219.00,771.00,97.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,2200.00,,
Kingston,-,1,849.00,792.00,92.00,24.00,2.00,0.00,0.00,0.00,0.00,25.00,0.00,25.00,1809.00,,
Kingston,-,2,921.00,992.00,84.00,23.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,34.00,2068.00,,
Kingston,-,3,897.00,985.00,112.00,24.00,4.00,1.00,0.00,0.00,0.00,26.00,0.00,30.00,2079.00,,
Kingston,-,4,804.00,810.00,93.00,13.00,3.00,0.00,0.00,0.00,0.00,27.00,0.00,28.00,1778.00,,
Lakeville,-,1,783.00,1037.00,96.00,29.00,7.00,0.00,0.00,0.00,0.00,32.00,0.00,42.00,2026.00,,
Lakeville,-,2,774.00,1158.00,103.00,30.00,4.00,0.00,0.00,0.00,0.00,46.00,0.00,36.00,2151.00,,
Lakeville,-,3,909.00,1179.00,116.00,27.00,6.00,0.00,0.00,0.00,0.00,42.00,0.00,48.00,2327.00,,
Lancaster,-,1,883.00,801.00,156.00,25.00,6.00,0.00,0.00,0.00,0.00,29.00,0.00,28.00,1928.00,,
Lancaster,-,2,967.00,850.00,128.00,34.00,1.00,0.00,0.00,0.00,0.00,57.00,0.00,44.00,2081.00,,
