City/Town,Ward,Pct,Baker and Polito,Gonzalez and Palfrey,All Others,Blanks,Total Votes Cast
Holbrook,-,2,879.00,277.00,2.00,47.00,1205.00
Holbrook,-,3,819.00,257.00,4.00,49.00,1129.00
Holbrook,-,4,720.00,322.00,7.00,33.00,1082.00
Holden,-,1,1409.00,415.00,4.00,40.00,1868.00
Holden,-,2,1476.00,422.00,3.00,61.00,1962.00
Holden,-,3,1343.00,379.00,7.00,41.00,1770.00
Holden,-,4,1619.00,437.00,1.00,49.00,2106.00
Holden,-,5,1529.00,456.00,1.00,57.00,2043.00
Holland,-,1,891.00,227.00,1.00,32.00,1151.00
Holliston,-,1,1522.00,523.00,5.00,52.00,2102.00
Holliston,-,2,1420.00,486.00,5.00,49.00,1960.00
Holliston,-,3,1227.00,522.00,3.00,41.00,1793.00
Holliston,-,4,1252.00,444.00,4.00,40.00,1740.00
Holyoke,1,A,163.00,325.00,1.00,13.00,502.00
Holyoke,1,B,225.00,351.00,0.00,7.00,583.00
Holyoke,2,A,293.00,214.00,1.00,17.00,525.00
Holyoke,2,B,163.00,268.00,0.00,15.00,446.00
Holyoke,3,A,477.00,419.00,0.00,28.00,924.00
Holyoke,3,B,798.00,376.00,0.00,35.00,1209.00
Holyoke,4,A,161.00,279.00,0.00,7.00,447.00
Holyoke,4,B,314.00,427.00,2.00,20.00,763.00
Holyoke,5,A,1159.00,332.00,0.00,64.00,1555.00
Holyoke,5,B,584.00,330.00,2.00,36.00,952.00
Holyoke,6,A,432.00,301.00,3.00,18.00,754.00
Holyoke,6,B,552.00,443.00,3.00,36.00,1034.00
Holyoke,7,A,973.00,462.00,5.00,53.00,1493.00
Holyoke,7,B,695.00,530.00,0.00,39.00,1264.00
Hopedale,-,1,2210.00,599.00,19.00,57.00,2885.00
Hopkinton,-,1,1602.00,567.00,5.00,44.00,2218.00
Hopkinton,-,2,1447.00,463.00,1.00,41.00,1952.00
Hopkinton,-,3,1456.00,439.00,1.00,44.00,1940.00
Hopkinton,-,4,1406.00,452.00,5.00,38.00,1901.00
Hubbardston,-,1,1763.00,427.00,19.00,82.00,2291.00
Hudson,-,1,1015.00,301.00,3.00,32.00,1351.00
Hudson,-,2,727.00,295.00,2.00,23.00,1047.00
Hudson,-,3,1065.00,271.00,6.00,37.00,1379.00
Hudson,-,4,1059.00,347.00,6.00,53.00,1465.00
Hudson,-,5,1300.00,386.00,3.00,20.00,1709.00
Hudson,-,6,687.00,272.00,5.00,11.00,975.00
Hudson,-,7,678.00,320.00,3.00,15.00,1016.00
Hull,-,1,1250.00,547.00,8.00,53.00,1858.00
Hull,-,2,1105.00,423.00,4.00,63.00,1595.00
Hull,-,3,1422.00,525.00,3.00,79.00,2029.00
Huntington,-,1,681.00,247.00,2.00,22.00,952.00
Ipswich,-,1,1218.00,620.00,0.00,55.00,1893.00
Ipswich,-,2,1438.00,579.00,0.00,74.00,2091.00
Ipswich,-,3,1390.00,399.00,0.00,79.00,1868.00
Ipswich,-,4,1373.00,482.00,0.00,111.00,1966.00
Kingston,-,1,1128.00,346.00,7.00,49.00,1530.00
Kingston,-,2,1365.00,346.00,3.00,54.00,1768.00
Kingston,-,3,1356.00,327.00,9.00,52.00,1744.00
Kingston,-,4,1122.00,273.00,6.00,67.00,1468.00
Lakeville,-,1,1322.00,310.00,11.00,84.00,1727.00
Lakeville,-,2,1362.00,320.00,0.00,83.00,1765.00
Lakeville,-,3,1521.00,364.00,6.00,63.00,1954.00
Lancaster,-,1,1196.00,353.00,15.00,44.00,1608.00
Lancaster,-,2,1343.00,365.00,15.00,53.00,1776.00
Lanesborough,-,1,815.00,558.00,5.00,60.00,1438.00
Lawrence,A,1,324.00,374.00,5.00,15.00,718.00
Lawrence,A,2,211.00,247.00,1.00,22.00,481.00
Lawrence,A,3,360.00,281.00,3.00,10.00,654.00
Lawrence,A,4,327.00,316.00,2.00,9.00,654.00
Lawrence,B,1,322.00,386.00,1.00,26.00,735.00
Lawrence,B,2,183.00,309.00,4.00,13.00,509.00
Lawrence,B,3,242.00,315.00,0.00,23.00,580.00
Lawrence,B,4,312.00,439.00,0.00,51.00,802.00
Lawrence,C,1,184.00,294.00,2.00,13.00,493.00
Lawrence,C,2,420.00,353.00,2.00,14.00,789.00
Lawrence,C,3,132.00,336.00,0.00,9.00,477.00
Lawrence,C,4,246.00,364.00,1.00,19.00,630.00
Lawrence,D,1,327.00,331.00,1.00,20.00,679.00
Lawrence,D,2,213.00,344.00,2.00,9.00,568.00
Lawrence,D,3,170.00,286.00,0.00,17.00,473.00
Lawrence,D,4,191.00,251.00,1.00,13.00,456.00
Lawrence,E,1,730.00,350.00,5.00,24.00,1109.00
Lawrence,E,2,641.00,350.00,4.00,22.00,1017.00
Lawrence,E,3,327.00,240.00,2.00,15.00,584.00
Lawrence,E,4,338.00,303.00,1.00,29.00,671.00
Lawrence,F,1,545.00,297.00,4.00,20.00,866.00
Lawrence,F,2,239.00,266.00,2.00,15.00,522.00
Lawrence,F,3,228.00,298.00,0.00,13.00,539.00
Lawrence,F,4,265.00,263.00,1.00,14.00,543.00
Lee,-,1,1498.00,1005.00,4.00,76.00,2583.00
Leicester,-,1,965.00,238.00,4.00,27.00,1234.00
Leicester,-,2,889.00,250.00,2.00,25.00,1166.00
Leicester,-,3,914.00,188.00,4.00,27.00,1133.00
Leicester,-,4,954.00,188.00,3.00,19.00,1164.00
Lenox,-,1,1447.00,1219.00,2.00,69.00,2737.00
Leominster,1,A,994.00,299.00,8.00,44.00,1345.00
Leominster,1,B,952.00,255.00,5.00,29.00,1241.00
Leominster,1,C,646.00,246.00,5.00,33.00,930.00
Leominster,2,A,407.00,227.00,1.00,11.00,646.00
Leominster,2,B,698.00,220.00,1.00,26.00,945.00
Leominster,2,C,316.00,181.00,10.00,12.00,519.00
Leominster,3,A,601.00,208.00,5.00,21.00,835.00
Leominster,3,B,979.00,236.00,1.00,53.00,1269.00
Leominster,3,C,1047.00,290.00,6.00,32.00,1375.00
Leominster,4,A,1082.00,218.00,5.00,47.00,1352.00
Leominster,4,B,1006.00,247.00,2.00,45.00,1300.00
Leominster,4,C,621.00,201.00,5.00,23.00,850.00
Leominster,5,A,630.00,251.00,5.00,24.00,910.00
Leominster,5,B,898.00,263.00,5.00,61.00,1227.00
Leominster,5,C,527.00,251.00,1.00,22.00,801.00
Leverett,-,1,367.00,764.00,0.00,17.00,1148.00
Lexington,-,1,869.00,689.00,0.00,43.00,1601.00
Lexington,-,2,1043.00,897.00,4.00,65.00,2009.00
Lexington,-,3,763.00,695.00,0.00,39.00,1497.00
Lexington,-,4,1032.00,826.00,2.00,58.00,1918.00
Lexington,-,5,1084.00,765.00,1.00,44.00,1894.00
Lexington,-,6,1047.00,704.00,0.00,35.00,1786.00
Lexington,-,7,1021.00,788.00,1.00,35.00,1845.00
Lexington,-,8,984.00,735.00,2.00,42.00,1763.00
Lexington,-,9,1008.00,724.00,2.00,47.00,1781.00
Leyden,-,1,259.00,169.00,0.00,5.00,433.00
Lincoln,-,1,1172.00,991.00,6.00,35.00,2204.00
Lincoln,-,2,794.00,527.00,1.00,30.00,1352.00
Littleton,-,1,1303.00,551.00,0.00,44.00,1898.00
Littleton,-,2,1255.00,447.00,0.00,49.00,1751.00
Littleton,-,3,1113.00,459.00,0.00,51.00,1623.00
Longmeadow,-,A,1188.00,464.00,3.00,34.00,1689.00
Longmeadow,-,B,1066.00,435.00,4.00,33.00,1538.00
Longmeadow,-,C,1278.00,401.00,8.00,48.00,1735.00
Longmeadow,-,D,1283.00,361.00,6.00,42.00,1692.00
Longmeadow,-,E,1135.00,345.00,1.00,36.00,1517.00
Lowell,1,1,362.00,238.00,0.00,25.00,625.00
Lowell,1,2,1335.00,413.00,0.00,79.00,1827.00
Lowell,1,3,1095.00,365.00,0.00,55.00,1515.00
Lowell,2,1,189.00,240.00,0.00,26.00,455.00
Lowell,2,2,288.00,303.00,0.00,49.00,640.00
Lowell,2,3,595.00,658.00,0.00,42.00,1295.00
Lowell,3,1,438.00,253.00,0.00,41.00,732.00
Lowell,3,2,301.00,237.00,0.00,39.00,577.00
Lowell,3,3,344.00,216.00,0.00,23.00,583.00
Lowell,4,1,524.00,297.00,0.00,46.00,867.00
Lowell,4,2,262.00,210.00,0.00,51.00,523.00
Lowell,4,3,285.00,233.00,0.00,37.00,555.00
Lowell,5,1,507.00,273.00,0.00,34.00,814.00
Lowell,5,2,333.00,222.00,0.00,29.00,584.00
Lowell,5,3,605.00,206.00,0.00,33.00,844.00
Lowell,6,1,705.00,286.00,0.00,51.00,1042.00
Lowell,6,2,831.00,301.00,0.00,32.00,1164.00
Lowell,6,3,608.00,287.00,0.00,62.00,957.00
Lowell,7,1,294.00,251.00,0.00,25.00,570.00
Lowell,7,2,334.00,269.00,0.00,35.00,638.00
Lowell,7,3,217.00,160.00,0.00,24.00,401.00
Lowell,8,1,427.00,271.00,0.00,42.00,740.00
Lowell,8,2,500.00,233.00,0.00,26.00,759.00
Lowell,8,3,918.00,371.00,0.00,65.00,1354.00
Lowell,9,1,435.00,235.00,0.00,33.00,703.00
Lowell,9,2,671.00,318.00,0.00,34.00,1023.00
Lowell,9,3,509.00,263.00,0.00,21.00,793.00
Lowell,10,1,499.00,228.00,0.00,34.00,761.00
Lowell,10,2,269.00,193.00,0.00,16.00,478.00
Lowell,10,3,205.00,167.00,0.00,14.00,386.00
Lowell,11,1,516.00,323.00,0.00,21.00,860.00
Lowell,11,2,695.00,256.00,0.00,35.00,986.00
Lowell,11,3,642.00,297.00,0.00,34.00,973.00
Ludlow,-,1,1059.00,343.00,4.00,41.00,1447.00
Ludlow,-,2,663.00,247.00,5.00,42.00,957.00
Ludlow,-,3,1300.00,258.00,2.00,50.00,1610.00
Ludlow,-,4,1040.00,312.00,2.00,54.00,1408.00
Ludlow,-,5,856.00,198.00,6.00,48.00,1108.00
Ludlow,-,6,1273.00,322.00,6.00,61.00,1662.00
Lunenburg,-,A,1058.00,307.00,12.00,42.00,1419.00
Lunenburg,-,B,877.00,315.00,9.00,19.00,1220.00
Lunenburg,-,C,1100.00,270.00,11.00,34.00,1415.00
Lunenburg,-,D,949.00,287.00,6.00,38.00,1280.00
Lynn,1,1,1168.00,310.00,9.00,82.00,1569.00
Lynn,1,2,1191.00,381.00,4.00,72.00,1648.00
Lynn,1,3,923.00,358.00,6.00,42.00,1329.00
Lynn,1,4,756.00,423.00,9.00,41.00,1229.00
Lynn,2,1,1096.00,407.00,7.00,50.00,1560.00
Lynn,2,2,451.00,363.00,3.00,21.00,838.00
Lynn,2,3,275.00,294.00,1.00,13.00,583.00
Lynn,2,4,282.00,259.00,2.00,10.00,553.00
Lynn,3,1,648.00,373.00,4.00,25.00,1050.00
Lynn,3,2,472.00,349.00,3.00,28.00,852.00
Lynn,3,3,532.00,375.00,6.00,21.00,934.00
Lynn,3,4,563.00,461.00,5.00,23.00,1052.00
Lynn,4,1,144.00,205.00,0.00,5.00,354.00
Lynn,4,2,199.00,259.00,0.00,13.00,471.00
Lynn,4,3,325.00,343.00,0.00,18.00,686.00
Lynn,4,4,535.00,364.00,3.00,16.00,918.00
Lynn,5,1,583.00,318.00,0.00,34.00,935.00
Lynn,5,2,159.00,204.00,2.00,6.00,371.00
Lynn,5,3,217.00,255.00,4.00,8.00,484.00
Lynn,5,4,530.00,432.00,1.00,37.00,1000.00
Lynn,6,1,327.00,298.00,0.00,19.00,644.00
Lynn,6,2,203.00,198.00,1.00,11.00,413.00
Lynn,6,3,286.00,332.00,0.00,12.00,630.00
Lynn,6,4,268.00,230.00,4.00,19.00,521.00
Lynn,7,1,825.00,470.00,5.00,39.00,1339.00
Lynn,7,2,713.00,401.00,5.00,25.00,1144.00
Lynn,7,3,427.00,292.00,4.00,19.00,742.00
Lynn,7,4,518.00,310.00,4.00,24.00,856.00
Lynnfield,-,1,1283.00,284.00,0.00,65.00,1632.00
Lynnfield,-,2,1276.00,301.00,0.00,65.00,1642.00
Lynnfield,-,3,1144.00,243.00,0.00,52.00,1439.00
Lynnfield,-,4,1367.00,254.00,0.00,87.00,1708.00
Malden,1,1,403.00,417.00,6.00,18.00,844.00
Malden,1,2,604.00,497.00,8.00,32.00,1141.00
Malden,2,1,475.00,429.00,5.00,28.00,937.00
Malden,2,2,608.00,445.00,4.00,30.00,1087.00
Malden,3,1,663.00,636.00,3.00,31.00,1333.00
Malden,3,2,841.00,634.00,2.00,44.00,1521.00
Malden,4,1,439.00,440.00,4.00,28.00,911.00
Malden,4,2,313.00,433.00,7.00,27.00,780.00
Malden,5,1,549.00,497.00,3.00,19.00,1068.00
Malden,5,2,942.00,562.00,1.00,59.00,1564.00
Malden,6,1,730.00,503.00,5.00,39.00,1277.00
Malden,6,2,679.00,453.00,2.00,40.00,1174.00
Malden,7,1,378.00,491.00,6.00,22.00,897.00
Malden,7,2,504.00,443.00,5.00,18.00,970.00
Malden,8,1,708.00,431.00,2.00,36.00,1177.00
Malden,8,2,632.00,430.00,5.00,24.00,1091.00
Manchester-by-the-Sea,-,1,2272.00,825.00,5.00,74.00,3176.00
Mansfield,-,1,1433.00,374.00,0.00,51.00,1858.00
Mansfield,-,2,1399.00,443.00,0.00,58.00,1900.00
Mansfield,-,3,1582.00,430.00,0.00,67.00,2079.00
Mansfield,-,4,1282.00,453.00,0.00,49.00,1784.00
Mansfield,-,5,1127.00,489.00,1.00,46.00,1663.00
Mansfield,-,6,1129.00,471.00,0.00,33.00,1633.00
Marblehead,-,1,1461.00,498.00,3.00,50.00,2012.00
Marblehead,-,2,1422.00,534.00,2.00,47.00,2005.00
Marblehead,-,3,1253.00,480.00,1.00,46.00,1780.00
Marblehead,-,4,1495.00,429.00,4.00,35.00,1963.00
Marblehead,-,5,1384.00,475.00,1.00,56.00,1916.00
Marblehead,-,6,1435.00,459.00,0.00,51.00,1945.00
Marion,-,1,2057.00,680.00,3.00,72.00,2812.00
Marlborough,1,1,665.00,251.00,0.00,17.00,933.00
Marlborough,1,2,1092.00,365.00,3.00,31.00,1491.00
Marlborough,2,1,834.00,284.00,0.00,30.00,1148.00
Marlborough,2,2,607.00,292.00,0.00,35.00,934.00
Marlborough,3,1,444.00,268.00,3.00,17.00,732.00
Marlborough,3,2,1064.00,422.00,5.00,17.00,1508.00
Marlborough,4,1,390.00,200.00,1.00,19.00,610.00
Marlborough,4,2,981.00,310.00,2.00,17.00,1310.00
Marlborough,5,1,413.00,247.00,0.00,14.00,674.00
Marlborough,5,2,794.00,285.00,2.00,26.00,1107.00
Marlborough,6,1,538.00,253.00,0.00,12.00,803.00
Marlborough,6,2,1026.00,294.00,3.00,27.00,1350.00
Marlborough,7,1,664.00,252.00,2.00,33.00,951.00
Marlborough,7,2,717.00,232.00,0.00,26.00,975.00
Marshfield,-,1,1463.00,368.00,0.00,82.00,1913.00
Marshfield,-,2,1508.00,401.00,0.00,92.00,2001.00
Marshfield,-,3,1393.00,409.00,0.00,73.00,1875.00
Marshfield,-,4,1325.00,405.00,0.00,73.00,1803.00
Marshfield,-,5,1236.00,346.00,0.00,86.00,1668.00
Marshfield,-,6,1625.00,448.00,0.00,94.00,2167.00
Marshfield,-,7,1544.00,377.00,0.00,84.00,2005.00
Mashpee,-,1,1447.00,384.00,11.00,47.00,1889.00
Mashpee,-,2,1096.00,314.00,4.00,39.00,1453.00
Mashpee,-,3,872.00,299.00,8.00,41.00,1220.00
Mashpee,-,4,994.00,335.00,2.00,53.00,1384.00
Mashpee,-,5,1460.00,328.00,10.00,54.00,1852.00
Mattapoisett,-,1,2829.00,855.00,12.00,101.00,3797.00
Maynard,-,1,896.00,477.00,5.00,34.00,1412.00
Maynard,-,2,814.00,496.00,5.00,29.00,1344.00
Maynard,-,3,883.00,489.00,9.00,28.00,1409.00
Maynard,-,4,812.00,464.00,2.00,32.00,1310.00
Medfield,-,1,1211.00,434.00,2.00,47.00,1694.00
Medfield,-,2,1222.00,349.00,3.00,56.00,1630.00
Medfield,-,3,1293.00,349.00,3.00,39.00,1684.00
Medfield,-,4,1237.00,346.00,3.00,66.00,1652.00
Medford,1,1,846.00,598.00,5.00,32.00,1481.00
Medford,1,2,863.00,653.00,5.00,39.00,1560.00
Medford,2,1,951.00,594.00,9.00,58.00,1612.00
Medford,2,2,1142.00,617.00,14.00,57.00,1830.00
Medford,3,1,1072.00,677.00,9.00,63.00,1821.00
Medford,3,2,1215.00,667.00,3.00,73.00,1958.00
Medford,4,1,385.00,575.00,3.00,14.00,977.00
Medford,4,2,925.00,841.00,8.00,43.00,1817.00
Medford,5,1,758.00,905.00,2.00,40.00,1705.00
Medford,5,2,537.00,720.00,1.00,26.00,1284.00
Medford,6,1,956.00,1029.00,2.00,46.00,2033.00
Medford,6,2,976.00,732.00,5.00,47.00,1760.00
Medford,7,1,564.00,402.00,4.00,14.00,984.00
Medford,7,2,796.00,658.00,2.00,29.00,1485.00
Medford,8,1,1001.00,724.00,4.00,51.00,1780.00
Medford,8,2,776.00,680.00,7.00,41.00,1504.00
Medway,-,1,1159.00,302.00,9.00,37.00,1507.00
Medway,-,2,1183.00,371.00,9.00,39.00,1602.00
Medway,-,3,1188.00,399.00,8.00,49.00,1644.00
Medway,-,4,1302.00,330.00,6.00,33.00,1671.00
Melrose,1,1,679.00,395.00,3.00,31.00,1108.00
Melrose,1,2,667.00,359.00,2.00,34.00,1062.00
Melrose,2,1,804.00,330.00,5.00,37.00,1176.00
Melrose,2,2,685.00,300.00,2.00,35.00,1022.00
Melrose,3,1,618.00,379.00,5.00,30.00,1032.00
Melrose,3,2,599.00,334.00,4.00,31.00,968.00
Melrose,4,1,571.00,357.00,8.00,34.00,970.00
Melrose,4,2,869.00,276.00,2.00,39.00,1186.00
Melrose,5,1,623.00,431.00,1.00,28.00,1083.00
Melrose,5,2,585.00,347.00,4.00,26.00,962.00
Melrose,6,1,542.00,359.00,5.00,29.00,935.00
Melrose,6,2,767.00,291.00,8.00,34.00,1100.00
Melrose,7,1,618.00,354.00,3.00,30.00,1005.00
Melrose,7,2,702.00,349.00,8.00,29.00,1088.00
Mendon,-,1,2281.00,570.00,4.00,78.00,2933.00
Merrimac,-,1,1261.00,385.00,5.00,62.00,1713.00
Merrimac,-,2,1281.00,371.00,7.00,56.00,1715.00
Methuen,-,1,1024.00,413.00,11.00,32.00,1480.00
Methuen,-,2,333.00,359.00,3.00,21.00,716.00
Methuen,-,3,1019.00,314.00,11.00,28.00,1372.00
Methuen,-,4,990.00,358.00,3.00,47.00,1398.00
Methuen,-,5,777.00,356.00,4.00,37.00,1174.00
Methuen,-,6,979.00,377.00,7.00,43.00,1406.00
Methuen,-,7,1194.00,327.00,3.00,66.00,1590.00
Methuen,-,8,1619.00,355.00,6.00,66.00,2046.00
Methuen,-,9,1298.00,294.00,13.00,63.00,1668.00
Methuen,-,10,965.00,427.00,5.00,50.00,1447.00
Methuen,-,11,1505.00,337.00,4.00,75.00,1921.00
Methuen,-,12,1216.00,319.00,17.00,47.00,1599.00
Middleborough,-,1,1910.00,403.00,7.00,97.00,2417.00
Middleborough,-,2,1095.00,366.00,3.00,56.00,1520.00
Middleborough,-,3,1417.00,340.00,6.00,54.00,1817.00
Middleborough,-,4,932.00,334.00,5.00,43.00,1314.00
Middleborough,-,5,1463.00,308.00,4.00,79.00,1854.00
Middleborough,-,6,1204.00,263.00,5.00,55.00,1527.00
Middlefield,-,1,165.00,84.00,0.00,12.00,261.00
Middleton,-,1,1640.00,381.00,0.00,83.00,2104.00
Middleton,-,2,1766.00,336.00,0.00,101.00,2203.00
Milford,-,1,562.00,234.00,3.00,22.00,821.00
Milford,-,2,904.00,308.00,7.00,37.00,1256.00
Milford,-,3,944.00,284.00,5.00,42.00,1275.00
Milford,-,4,654.00,274.00,4.00,25.00,957.00
Milford,-,5,1385.00,364.00,4.00,39.00,1792.00
Milford,-,6,994.00,299.00,0.00,36.00,1329.00
Milford,-,7,1272.00,361.00,3.00,61.00,1697.00
Milford,-,8,1115.00,305.00,3.00,50.00,1473.00
Millbury,-,1,1073.00,299.00,5.00,24.00,1401.00
Millbury,-,2,1447.00,258.00,6.00,30.00,1741.00
Millbury,-,3,1112.00,260.00,1.00,29.00,1402.00
Millbury,-,4,1070.00,262.00,3.00,25.00,1360.00
Millis,-,1,1040.00,336.00,2.00,39.00,1417.00
Millis,-,2,1097.00,320.00,3.00,39.00,1459.00
Millis,-,3,1089.00,344.00,0.00,38.00,1471.00
Millville,-,1,1018.00,253.00,0.00,26.00,1297.00
Milton,-,1,709.00,677.00,0.00,38.00,1424.00
Milton,-,2,894.00,586.00,4.00,25.00,1509.00
Milton,-,3,1075.00,451.00,1.00,53.00,1580.00
Milton,-,4,805.00,579.00,5.00,46.00,1435.00
Milton,-,5,822.00,338.00,3.00,42.00,1205.00
Milton,-,6,1110.00,366.00,6.00,61.00,1543.00
Milton,-,7,965.00,357.00,1.00,56.00,1379.00
Milton,-,8,1052.00,371.00,8.00,67.00,1498.00
Milton,-,9,1113.00,320.00,4.00,65.00,1502.00
Milton,-,10,490.00,495.00,1.00,26.00,1012.00
Monroe,-,1,32.00,15.00,0.00,1.00,48.00
Monson,-,A,957.00,214.00,7.00,38.00,1216.00
Monson,-,B,954.00,258.00,5.00,41.00,1258.00
Monson,-,C,968.00,293.00,5.00,40.00,1306.00
Montague,-,1,380.00,483.00,1.00,18.00,882.00
Montague,-,2,357.00,245.00,1.00,17.00,620.00
Montague,-,3,405.00,175.00,1.00,8.00,589.00
Montague,-,4,410.00,230.00,1.00,12.00,653.00
Montague,-,5,181.00,241.00,1.00,10.00,433.00
Montague,-,6,313.00,208.00,0.00,18.00,539.00
Monterey,-,1,183.00,278.00,0.00,8.00,469.00
Montgomery,-,1,362.00,76.00,0.00,18.00,456.00
Mount Washington,-,1,48.00,47.00,1.00,1.00,97.00
Nahant,-,1,1499.00,546.00,8.00,48.00,2101.00
Nantucket,-,1,2388.00,1750.00,10.00,57.00,4205.00
Natick,-,1,627.00,424.00,0.00,13.00,1064.00
Natick,-,2,1233.00,575.00,0.00,33.00,1841.00
Natick,-,3,1261.00,498.00,3.00,44.00,1806.00
Natick,-,4,1005.00,581.00,6.00,40.00,1632.00
Natick,-,5,1155.00,552.00,2.00,54.00,1763.00
Natick,-,6,1132.00,522.00,0.00,33.00,1687.00
Natick,-,7,1184.00,602.00,3.00,36.00,1825.00
Natick,-,8,1179.00,591.00,3.00,51.00,1824.00
Natick,-,9,1112.00,593.00,5.00,45.00,1755.00
Natick,-,10,1494.00,618.00,0.00,40.00,2152.00
Needham,-,A,892.00,472.00,3.00,30.00,1397.00
Needham,-,B,1159.00,487.00,6.00,34.00,1686.00
Needham,-,C,1114.00,476.00,2.00,23.00,1615.00
Needham,-,D,1036.00,531.00,1.00,29.00,1597.00
Needham,-,E,1165.00,521.00,3.00,34.00,1723.00
Needham,-,F,980.00,592.00,1.00,40.00,1613.00
Needham,-,G,1130.00,530.00,2.00,44.00,1706.00
Needham,-,H,1133.00,526.00,4.00,40.00,1703.00
Needham,-,I,1072.00,622.00,3.00,23.00,1720.00
Needham,-,J,1041.00,612.00,3.00,29.00,1685.00
New Ashford,-,1,77.00,48.00,0.00,0.00,125.00
New Bedford,1,A,656.00,292.00,4.00,35.00,987.00
New Bedford,1,B,558.00,272.00,0.00,34.00,864.00
New Bedford,1,C,558.00,283.00,2.00,31.00,874.00
New Bedford,1,D,630.00,281.00,2.00,44.00,957.00
New Bedford,1,E,518.00,285.00,0.00,20.00,823.00
New Bedford,1,F,595.00,314.00,3.00,46.00,958.00
New Bedford,2,A,80.00,106.00,0.00,1.00,187.00
New Bedford,2,B,260.00,203.00,0.00,10.00,473.00
New Bedford,2,C,198.00,167.00,3.00,11.00,379.00
New Bedford,2,D,323.00,211.00,1.00,22.00,557.00
New Bedford,2,E,448.00,284.00,8.00,18.00,758.00
New Bedford,2,F,386.00,255.00,1.00,21.00,663.00
New Bedford,3,A,150.00,169.00,1.00,10.00,330.00
New Bedford,3,B,167.00,205.00,1.00,11.00,384.00
New Bedford,3,C,195.00,191.00,0.00,12.00,398.00
New Bedford,3,D,308.00,225.00,1.00,13.00,547.00
New Bedford,3,E,481.00,381.00,4.00,32.00,898.00
New Bedford,3,F,490.00,336.00,1.00,15.00,842.00
New Bedford,4,A,128.00,255.00,0.00,18.00,401.00
New Bedford,4,B,280.00,428.00,6.00,16.00,730.00
New Bedford,4,C,308.00,392.00,1.00,34.00,735.00
New Bedford,4,D,267.00,330.00,1.00,12.00,610.00
New Bedford,4,E,305.00,266.00,4.00,22.00,597.00
New Bedford,4,F,261.00,325.00,1.00,14.00,601.00
New Bedford,5,A,237.00,223.00,0.00,18.00,478.00
New Bedford,5,B,391.00,410.00,3.00,20.00,824.00
New Bedford,5,C,388.00,281.00,2.00,28.00,699.00
New Bedford,5,D,491.00,437.00,5.00,20.00,953.00
New Bedford,5,E,697.00,387.00,5.00,35.00,1124.00
New Bedford,5,F,613.00,430.00,9.00,46.00,1098.00
New Bedford,6,A,508.00,265.00,4.00,39.00,816.00
New Bedford,6,B,409.00,283.00,3.00,26.00,721.00
New Bedford,6,C,131.00,164.00,0.00,6.00,301.00
New Bedford,6,D,107.00,123.00,1.00,15.00,246.00
New Bedford,6,E,200.00,176.00,1.00,25.00,402.00
New Bedford,6,F,251.00,258.00,1.00,16.00,526.00
New Braintree,-,1,403.00,104.00,1.00,16.00,524.00
New Marlborough,-,1,343.00,419.00,0.00,17.00,779.00
New Salem,-,1,313.00,216.00,1.00,5.00,535.00
Newbury,-,1,1454.00,531.00,3.00,75.00,2063.00
Newbury,-,2,1550.00,452.00,11.00,68.00,2081.00
Newburyport,1,1,873.00,459.00,0.00,32.00,1364.00
Newburyport,2,1,1103.00,600.00,0.00,28.00,1731.00
Newburyport,3,1,1122.00,522.00,0.00,39.00,1683.00
Newburyport,4,1,1333.00,559.00,0.00,45.00,1937.00
Newburyport,5,1,1118.00,339.00,0.00,61.00,1518.00
Newburyport,6,1,1203.00,381.00,0.00,41.00,1625.00
Newburyport,1,P,305.00,116.00,0.00,18.00,439.00
Newton,1,1,649.00,449.00,4.00,34.00,1136.00
Newton,1,2,612.00,670.00,6.00,29.00,1317.00
Newton,1,3,640.00,620.00,6.00,27.00,1293.00
Newton,1,4,750.00,468.00,3.00,40.00,1261.00
Newton,2,1,673.00,637.00,3.00,45.00,1358.00
Newton,2,2,489.00,432.00,3.00,30.00,954.00
Newton,2,3,789.00,710.00,1.00,28.00,1528.00
Newton,2,4,761.00,717.00,2.00,33.00,1513.00
Newton,3,1,733.00,646.00,3.00,38.00,1420.00
Newton,3,2,842.00,590.00,2.00,16.00,1450.00
Newton,3,3,773.00,569.00,10.00,52.00,1404.00
Newton,3,4,755.00,561.00,3.00,29.00,1348.00
Newton,4,1,706.00,549.00,1.00,24.00,1280.00
Newton,4,2,558.00,680.00,3.00,24.00,1265.00
Newton,4,3,497.00,388.00,1.00,19.00,905.00
Newton,4,4,673.00,523.00,2.00,32.00,1230.00
Newton,5,1,692.00,557.00,7.00,38.00,1294.00
Newton,5,2,689.00,648.00,3.00,35.00,1375.00
Newton,5,3,928.00,678.00,1.00,36.00,1643.00
Newton,5,4,846.00,712.00,3.00,24.00,1585.00
Newton,6,1,736.00,496.00,1.00,23.00,1256.00
Newton,6,2,687.00,729.00,1.00,18.00,1435.00
Newton,6,3,700.00,812.00,0.00,33.00,1545.00
Newton,6,4,822.00,731.00,9.00,20.00,1582.00
Newton,7,1,772.00,390.00,6.00,30.00,1198.00
Newton,7,2,916.00,649.00,1.00,31.00,1597.00
Newton,7,3,213.00,206.00,0.00,9.00,428.00
Newton,7,4,439.00,220.00,1.00,18.00,678.00
Newton,8,1,1011.00,526.00,1.00,38.00,1576.00
Newton,8,2,902.00,445.00,2.00,28.00,1377.00
