City/Town,Ward,Pct,Republican,Democratic,Falchuk/ Jennings,Lively/ Saunders,Mccormick/ Post,All Others,Blanks,Total Votes Cast
Douglas,-,3,635.00,250.00,26.00,5.00,16.00,0.00,5.00,937.00
Dover,-,1,1836.00,796.00,46.00,10.00,11.00,3.00,16.00,2718.00
Dracut,-,1,562.00,293.00,23.00,8.00,5.00,0.00,12.00,903.00
Dracut,-,2,573.00,325.00,45.00,3.00,9.00,0.00,22.00,977.00
Dracut,-,3,791.00,396.00,45.00,10.00,10.00,0.00,13.00,1265.00
Dracut,-,4,925.00,413.00,25.00,10.00,15.00,0.00,8.00,1396.00
Dracut,-,5,681.00,356.00,37.00,9.00,7.00,0.00,14.00,1104.00
Dracut,-,6,656.00,403.00,25.00,9.00,8.00,0.00,19.00,1120.00
Dracut,-,6A,32.00,17.00,1.00,0.00,1.00,0.00,2.00,53.00
Dracut,-,7,623.00,330.00,27.00,4.00,10.00,0.00,13.00,1007.00
Dracut,-,8,1039.00,483.00,29.00,12.00,7.00,0.00,15.00,1585.00
Dracut,-,9,732.00,400.00,53.00,10.00,8.00,0.00,17.00,1220.00
Dudley,-,1,861.00,484.00,38.00,10.00,10.00,0.00,13.00,1416.00
Dudley,-,2,681.00,340.00,33.00,8.00,12.00,0.00,10.00,1084.00
Dudley,-,3,637.00,346.00,39.00,11.00,4.00,0.00,6.00,1043.00
Dunstable,-,1,850.00,482.00,35.00,7.00,7.00,1.00,12.00,1394.00
Duxbury,-,1,818.00,395.00,24.00,4.00,6.00,0.00,6.00,1253.00
Duxbury,-,2,842.00,347.00,15.00,3.00,8.00,0.00,4.00,1219.00
Duxbury,-,3,679.00,361.00,17.00,3.00,8.00,1.00,5.00,1074.00
Duxbury,-,4,742.00,357.00,35.00,5.00,6.00,1.00,6.00,1152.00
Duxbury,-,5,719.00,419.00,33.00,4.00,8.00,0.00,10.00,1193.00
Duxbury,-,6,702.00,376.00,28.00,2.00,4.00,2.00,14.00,1128.00
E. Bridgewater,-,1,748.00,382.00,32.00,18.00,8.00,1.00,16.00,1205.00
E. Bridgewater,-,2,766.00,387.00,37.00,4.00,5.00,1.00,11.00,1211.00
E. Bridgewater,-,3,867.00,459.00,49.00,10.00,15.00,0.00,20.00,1420.00
E. Bridgewater,-,4,720.00,373.00,38.00,3.00,6.00,0.00,17.00,1157.00
E. Brookfield,-,1,577.00,243.00,26.00,14.00,7.00,0.00,15.00,882.00
E. Longmeadow,-,1,928.00,458.00,117.00,28.00,13.00,2.00,32.00,1578.00
E. Longmeadow,-,2,816.00,488.00,126.00,28.00,6.00,2.00,26.00,1492.00
E. Longmeadow,-,3,907.00,445.00,107.00,36.00,17.00,0.00,24.00,1536.00
E. Longmeadow,-,4,1126.00,502.00,90.00,22.00,9.00,0.00,13.00,1762.00
Eastham,-,1,1288.00,1392.00,82.00,18.00,28.00,2.00,18.00,2828.00
Easthampton,-,1,467.00,615.00,97.00,21.00,11.00,1.00,16.00,1228.00
Easthampton,-,2,311.00,626.00,104.00,23.00,14.00,0.00,16.00,1094.00
Easthampton,-,3,338.00,598.00,111.00,18.00,19.00,1.00,18.00,1103.00
Easthampton,-,4,431.00,816.00,114.00,21.00,14.00,3.00,17.00,1416.00
Easthampton,-,5,662.00,582.00,128.00,24.00,13.00,0.00,15.00,1424.00
Easton,-,1,513.00,260.00,15.00,7.00,4.00,1.00,8.00,808.00
Easton,-,2,899.00,560.00,44.00,17.00,7.00,4.00,19.00,1550.00
Easton,-,3,761.00,476.00,37.00,14.00,4.00,0.00,12.00,1304.00
Easton,-,4,991.00,527.00,38.00,13.00,11.00,0.00,16.00,1596.00
Easton,-,5,964.00,575.00,40.00,15.00,6.00,1.00,18.00,1619.00
Easton,-,6,864.00,492.00,36.00,4.00,6.00,0.00,8.00,1410.00
Edgartown,-,1,731.00,894.00,41.00,14.00,16.00,20.00,0.00,1716.00
Egremont,-,1,152.00,429.00,10.00,14.00,7.00,0.00,20.00,632.00
Erving,-,1,207.00,246.00,48.00,9.00,3.00,1.00,5.00,519.00
Essex,-,1,932.00,633.00,44.00,8.00,11.00,0.00,20.00,1648.00
Everett,1,1,291.00,419.00,20.00,7.00,6.00,2.00,26.00,771.00
Everett,1,2,226.00,378.00,9.00,1.00,10.00,1.00,20.00,645.00
Everett,2,1,274.00,452.00,12.00,2.00,4.00,0.00,18.00,762.00
Everett,2,2,211.00,399.00,11.00,3.00,6.00,0.00,18.00,648.00
Everett,3,1,325.00,546.00,24.00,6.00,11.00,1.00,12.00,925.00
Everett,3,2,303.00,474.00,10.00,5.00,9.00,1.00,23.00,825.00
Everett,4,1,376.00,486.00,24.00,2.00,13.00,2.00,21.00,924.00
Everett,4,2,242.00,446.00,19.00,11.00,8.00,4.00,21.00,751.00
Everett,5,1,327.00,419.00,17.00,2.00,12.00,0.00,15.00,792.00
Everett,5,2,302.00,451.00,17.00,5.00,7.00,0.00,18.00,800.00
Everett,6,1,339.00,406.00,17.00,4.00,5.00,3.00,17.00,791.00
Everett,6,2,284.00,403.00,22.00,7.00,11.00,1.00,18.00,746.00
Fairhaven,-,1,450.00,453.00,18.00,13.00,7.00,1.00,11.00,953.00
Fairhaven,-,2,390.00,471.00,15.00,16.00,5.00,0.00,14.00,911.00
Fairhaven,-,3,260.00,321.00,10.00,23.00,4.00,2.00,13.00,633.00
Fairhaven,-,4,386.00,403.00,16.00,27.00,11.00,0.00,23.00,866.00
Fairhaven,-,5,464.00,454.00,20.00,32.00,8.00,1.00,10.00,989.00
Fairhaven,-,6,383.00,443.00,21.00,17.00,6.00,2.00,10.00,882.00
Fall River,1,A,339.00,478.00,13.00,26.00,13.00,3.00,20.00,892.00
Fall River,1,B,223.00,355.00,8.00,23.00,12.00,0.00,31.00,652.00
Fall River,1,C,265.00,360.00,8.00,22.00,6.00,0.00,29.00,690.00
Fall River,2,A,132.00,250.00,7.00,9.00,5.00,0.00,12.00,415.00
Fall River,2,B,127.00,240.00,8.00,15.00,3.00,1.00,14.00,408.00
Fall River,2,C,187.00,281.00,13.00,20.00,9.00,0.00,23.00,533.00
Fall River,3,A,213.00,444.00,10.00,8.00,11.00,0.00,31.00,717.00
Fall River,3,B,219.00,372.00,10.00,23.00,21.00,0.00,13.00,658.00
Fall River,3,C,256.00,397.00,6.00,6.00,9.00,0.00,24.00,698.00
Fall River,4,A,164.00,268.00,9.00,8.00,8.00,0.00,14.00,471.00
Fall River,4,B,121.00,288.00,18.00,11.00,10.00,0.00,16.00,464.00
Fall River,4,C,104.00,343.00,6.00,12.00,9.00,0.00,19.00,493.00
Fall River,5,A,83.00,171.00,5.00,17.00,6.00,0.00,18.00,300.00
Fall River,5,B,58.00,153.00,10.00,5.00,1.00,1.00,13.00,241.00
Fall River,5,B1,12.00,20.00,1.00,2.00,2.00,0.00,4.00,41.00
Fall River,5,C,121.00,227.00,10.00,6.00,3.00,0.00,16.00,383.00
Fall River,6,A,285.00,401.00,20.00,19.00,13.00,0.00,23.00,761.00
Fall River,6,B,137.00,308.00,12.00,9.00,13.00,0.00,21.00,500.00
Fall River,6,C,223.00,365.00,9.00,13.00,6.00,1.00,28.00,645.00
Fall River,6,C1,7.00,5.00,0.00,1.00,0.00,0.00,0.00,13.00
Fall River,7,A,276.00,353.00,13.00,17.00,5.00,0.00,24.00,688.00
Fall River,7,B,151.00,239.00,8.00,5.00,7.00,0.00,16.00,426.00
Fall River,7,C,158.00,340.00,7.00,7.00,8.00,0.00,31.00,551.00
Fall River,8,A,179.00,302.00,11.00,21.00,10.00,1.00,27.00,551.00
Fall River,8,B,409.00,591.00,17.00,14.00,10.00,0.00,36.00,1077.00
Fall River,8,C,397.00,599.00,8.00,16.00,13.00,0.00,51.00,1084.00
Fall River,9,A,568.00,672.00,26.00,14.00,5.00,0.00,42.00,1327.00
Fall River,9,B,347.00,416.00,12.00,21.00,5.00,0.00,22.00,823.00
Fall River,9,C,275.00,378.00,18.00,14.00,15.00,0.00,39.00,739.00
Falmouth,-,1,666.00,1152.00,46.00,8.00,11.00,1.00,19.00,1903.00
Falmouth,-,2,679.00,847.00,44.00,14.00,5.00,1.00,15.00,1605.00
Falmouth,-,3,809.00,630.00,46.00,11.00,18.00,0.00,17.00,1531.00
Falmouth,-,4,823.00,633.00,35.00,10.00,11.00,3.00,7.00,1522.00
Falmouth,-,5,1008.00,791.00,48.00,9.00,5.00,1.00,14.00,1876.00
Falmouth,-,6,851.00,740.00,55.00,6.00,10.00,0.00,13.00,1675.00
Falmouth,-,7,788.00,587.00,44.00,10.00,6.00,1.00,11.00,1447.00
Falmouth,-,8,839.00,631.00,40.00,8.00,7.00,1.00,10.00,1536.00
Falmouth,-,9,674.00,573.00,38.00,11.00,14.00,4.00,18.00,1332.00
Fitchburg,1,A,277.00,238.00,23.00,10.00,5.00,2.00,13.00,568.00
Fitchburg,1,B,365.00,299.00,51.00,12.00,5.00,0.00,5.00,737.00
Fitchburg,2,A,187.00,222.00,16.00,13.00,2.00,0.00,6.00,446.00
Fitchburg,2,B,493.00,330.00,34.00,18.00,13.00,1.00,11.00,900.00
Fitchburg,3,A,739.00,516.00,59.00,25.00,7.00,0.00,18.00,1364.00
Fitchburg,3,B,443.00,322.00,34.00,7.00,11.00,0.00,5.00,822.00
Fitchburg,4,A,249.00,215.00,16.00,4.00,4.00,0.00,13.00,501.00
Fitchburg,4,B,209.00,292.00,34.00,9.00,11.00,0.00,6.00,561.00
Fitchburg,5,A,702.00,409.00,53.00,22.00,11.00,3.00,11.00,1211.00
Fitchburg,5,B,136.00,183.00,9.00,13.00,5.00,0.00,9.00,355.00
Fitchburg,6,A,532.00,415.00,33.00,22.00,10.00,0.00,10.00,1022.00
Fitchburg,6,B,269.00,279.00,16.00,16.00,5.00,0.00,5.00,590.00
Florida,-,1,84.00,142.00,5.00,7.00,3.00,0.00,1.00,242.00
Foxborough,-,1,700.00,473.00,31.00,11.00,8.00,0.00,13.00,1236.00
Foxborough,-,2,926.00,543.00,44.00,12.00,12.00,1.00,11.00,1549.00
Foxborough,-,3,893.00,505.00,46.00,15.00,14.00,0.00,13.00,1486.00
Foxborough,-,4,874.00,518.00,45.00,8.00,13.00,0.00,12.00,1470.00
Foxborough,-,5,840.00,413.00,40.00,9.00,9.00,1.00,6.00,1318.00
Framingham,-,1,765.00,756.00,70.00,4.00,10.00,2.00,16.00,1623.00
Framingham,-,2,774.00,775.00,72.00,5.00,10.00,2.00,9.00,1647.00
Framingham,-,3,529.00,662.00,46.00,8.00,6.00,0.00,11.00,1262.00
Framingham,-,4,805.00,785.00,38.00,13.00,8.00,1.00,9.00,1659.00
Framingham,-,5,672.00,749.00,70.00,6.00,3.00,1.00,12.00,1513.00
Framingham,-,6,709.00,723.00,58.00,7.00,11.00,1.00,12.00,1521.00
Framingham,-,7,619.00,621.00,39.00,7.00,6.00,0.00,14.00,1306.00
Framingham,-,8,541.00,697.00,36.00,8.00,6.00,2.00,8.00,1298.00
Framingham,-,9,379.00,453.00,34.00,4.00,4.00,0.00,9.00,883.00
Framingham,-,10,233.00,346.00,17.00,4.00,2.00,1.00,7.00,610.00
Framingham,-,11,817.00,794.00,38.00,12.00,5.00,1.00,10.00,1677.00
Framingham,-,12,267.00,389.00,14.00,7.00,4.00,1.00,3.00,685.00
Framingham,-,13,318.00,514.00,39.00,4.00,11.00,1.00,5.00,892.00
Framingham,-,14,165.00,332.00,19.00,5.00,2.00,2.00,9.00,534.00
Framingham,-,15,201.00,436.00,16.00,7.00,6.00,1.00,10.00,677.00
Framingham,-,16,101.00,222.00,4.00,3.00,2.00,1.00,4.00,337.00
Framingham,-,17,58.00,263.00,5.00,2.00,1.00,0.00,6.00,335.00
Framingham,-,18,203.00,308.00,18.00,7.00,3.00,0.00,11.00,550.00
Franklin,-,1,843.00,563.00,33.00,11.00,12.00,2.00,14.00,1478.00
Franklin,-,2,776.00,472.00,38.00,10.00,15.00,0.00,12.00,1323.00
Franklin,-,3,790.00,564.00,66.00,11.00,13.00,0.00,13.00,1457.00
Franklin,-,4,1085.00,520.00,36.00,12.00,11.00,2.00,22.00,1688.00
Franklin,-,5,934.00,569.00,57.00,17.00,19.00,0.00,9.00,1605.00
Franklin,-,6,746.00,526.00,36.00,15.00,24.00,2.00,6.00,1355.00
Franklin,-,7,1072.00,537.00,51.00,11.00,12.00,0.00,17.00,1700.00
Franklin,-,8,1079.00,503.00,40.00,9.00,12.00,6.00,12.00,1661.00
Freetown,-,1,582.00,336.00,24.00,17.00,6.00,1.00,7.00,973.00
Freetown,-,2,503.00,394.00,31.00,10.00,12.00,1.00,12.00,963.00
Freetown,-,3,558.00,354.00,23.00,16.00,15.00,2.00,11.00,979.00
Gardner,1,A,420.00,331.00,30.00,8.00,4.00,1.00,7.00,801.00
Gardner,1,B,185.00,80.00,8.00,7.00,3.00,0.00,3.00,286.00
Gardner,2,A,304.00,257.00,18.00,15.00,4.00,1.00,7.00,606.00
Gardner,2,B,413.00,250.00,22.00,13.00,3.00,0.00,7.00,708.00
Gardner,3,A,220.00,232.00,15.00,12.00,4.00,0.00,6.00,489.00
Gardner,3,B,323.00,335.00,24.00,16.00,9.00,1.00,8.00,716.00
Gardner,4,A,243.00,250.00,18.00,21.00,12.00,0.00,9.00,553.00
Gardner,4,B,121.00,157.00,18.00,9.00,5.00,0.00,3.00,313.00
Gardner,5,A,256.00,191.00,23.00,8.00,2.00,0.00,3.00,483.00
Gardner,5,B,405.00,288.00,23.00,14.00,5.00,0.00,8.00,743.00
Georgetown,-,1,768.00,442.00,30.00,13.00,12.00,0.00,8.00,1273.00
Georgetown,-,2,694.00,355.00,27.00,7.00,11.00,0.00,6.00,1100.00
Georgetown,-,3,634.00,355.00,28.00,4.00,10.00,0.00,3.00,1034.00
Gill,-,1,215.00,358.00,52.00,13.00,7.00,1.00,3.00,649.00
Gloucester,1,1,625.00,685.00,46.00,10.00,7.00,0.00,26.00,1399.00
Gloucester,1,2,503.00,492.00,30.00,7.00,7.00,1.00,15.00,1055.00
Gloucester,2,1,327.00,373.00,23.00,10.00,9.00,1.00,16.00,759.00
Gloucester,2,2,291.00,397.00,22.00,6.00,5.00,2.00,21.00,744.00
Gloucester,3,1,358.00,459.00,21.00,9.00,9.00,0.00,10.00,866.00
Gloucester,3,2,478.00,449.00,25.00,9.00,13.00,0.00,12.00,986.00
Gloucester,4,1,563.00,559.00,40.00,5.00,9.00,0.00,21.00,1197.00
Gloucester,4,2,646.00,769.00,46.00,10.00,8.00,2.00,28.00,1509.00
Gloucester,5,1,679.00,571.00,42.00,15.00,11.00,0.00,15.00,1333.00
Gloucester,5,2,669.00,571.00,43.00,10.00,10.00,0.00,19.00,1322.00
Goshen,-,1,177.00,216.00,42.00,8.00,3.00,0.00,5.00,451.00
Gosnold,-,1,24.00,20.00,1.00,0.00,0.00,0.00,1.00,46.00
Grafton,-,1,830.00,459.00,49.00,6.00,5.00,0.00,13.00,1362.00
Grafton,-,2,791.00,473.00,37.00,7.00,13.00,0.00,13.00,1334.00
Grafton,-,3,753.00,448.00,30.00,5.00,7.00,0.00,8.00,1251.00
Grafton,-,4,622.00,382.00,33.00,9.00,8.00,1.00,5.00,1060.00
Grafton,-,5,928.00,558.00,40.00,9.00,11.00,0.00,10.00,1556.00
Granby,-,1,696.00,495.00,104.00,19.00,8.00,0.00,33.00,1355.00
Granby,-,2,687.00,334.00,118.00,34.00,12.00,1.00,20.00,1206.00
Granville,-,1,424.00,177.00,50.00,17.00,14.00,0.00,12.00,694.00
Great Barrington,-,A,159.00,518.00,23.00,16.00,22.00,0.00,27.00,765.00
Great Barrington,-,B,176.00,503.00,19.00,15.00,10.00,0.00,26.00,749.00
Great Barrington,-,C,103.00,401.00,9.00,6.00,2.00,0.00,10.00,531.00
Great Barrington,-,D,185.00,540.00,12.00,5.00,7.00,0.00,23.00,772.00
Greenfield,-,1,201.00,305.00,44.00,14.00,6.00,0.00,14.00,584.00
Greenfield,-,2,301.00,433.00,46.00,19.00,7.00,0.00,22.00,828.00
Greenfield,-,3,179.00,390.00,44.00,15.00,6.00,0.00,31.00,665.00
Greenfield,-,4,227.00,420.00,44.00,19.00,1.00,0.00,26.00,737.00
Greenfield,-,5,143.00,436.00,30.00,11.00,4.00,0.00,69.00,693.00
Greenfield,-,6,120.00,415.00,40.00,13.00,4.00,0.00,36.00,628.00
Greenfield,-,7,172.00,246.00,40.00,11.00,7.00,4.00,19.00,499.00
Greenfield,-,8,87.00,296.00,19.00,13.00,6.00,0.00,14.00,435.00
Greenfield,-,9,179.00,259.00,34.00,12.00,8.00,0.00,4.00,496.00
Groton,-,1,892.00,620.00,45.00,14.00,9.00,2.00,60.00,1642.00
Groton,-,2,770.00,535.00,48.00,8.00,11.00,1.00,30.00,1403.00
Groton,-,3,767.00,591.00,44.00,7.00,10.00,1.00,47.00,1467.00
Groveland,-,1,880.00,474.00,51.00,16.00,5.00,1.00,14.00,1441.00
Groveland,-,2,874.00,467.00,48.00,14.00,19.00,0.00,9.00,1431.00
Hadley,-,1,811.00,1203.00,135.00,17.00,16.00,0.00,30.00,2212.00
Halifax,-,1,920.00,468.00,56.00,7.00,17.00,1.00,20.00,1489.00
Halifax,-,2,848.00,458.00,57.00,14.00,27.00,1.00,10.00,1415.00
Hamilton,-,1,696.00,422.00,31.00,13.00,13.00,1.00,20.00,1196.00
Hamilton,-,2,794.00,392.00,27.00,9.00,6.00,1.00,7.00,1236.00
Hamilton,-,3,519.00,313.00,23.00,7.00,2.00,0.00,6.00,870.00
Hampden,-,1,1313.00,601.00,182.00,54.00,24.00,0.00,39.00,2213.00
Hancock,-,1,94.00,132.00,6.00,2.00,4.00,0.00,5.00,243.00
Hanover,-,1,1045.00,451.00,42.00,8.00,10.00,1.00,12.00,1569.00
Hanover,-,2,1025.00,470.00,51.00,8.00,9.00,2.00,14.00,1579.00
Hanover,-,3,990.00,490.00,27.00,7.00,5.00,0.00,22.00,1541.00
Hanover,-,4,1117.00,404.00,26.00,10.00,5.00,0.00,17.00,1579.00
Hanson,-,1,860.00,419.00,51.00,10.00,12.00,1.00,11.00,1364.00
Hanson,-,2,891.00,523.00,45.00,17.00,10.00,0.00,12.00,1498.00
Hanson,-,3,803.00,388.00,40.00,7.00,15.00,4.00,16.00,1273.00
Hardwick,-,1,523.00,406.00,52.00,12.00,14.00,0.00,11.00,1018.00
Harvard,-,1,1221.00,1318.00,73.00,56.00,11.00,0.00,36.00,2715.00
Harwich,-,1,860.00,721.00,34.00,11.00,14.00,1.00,11.00,1652.00
Harwich,-,2,832.00,678.00,43.00,6.00,7.00,0.00,16.00,1582.00
Harwich,-,3,833.00,649.00,52.00,9.00,11.00,0.00,13.00,1567.00
Harwich,-,4,624.00,588.00,32.00,8.00,18.00,0.00,9.00,1279.00
Hatfield,-,1,595.00,734.00,92.00,29.00,10.00,5.00,19.00,1484.00
Haverhill,1,1,182.00,232.00,14.00,4.00,4.00,1.00,8.00,445.00
Haverhill,1,2,276.00,330.00,23.00,10.00,3.00,3.00,10.00,655.00
Haverhill,1,3,351.00,331.00,18.00,6.00,9.00,5.00,4.00,724.00
Haverhill,2,1,366.00,315.00,35.00,5.00,4.00,1.00,10.00,736.00
Haverhill,2,2,470.00,314.00,38.00,7.00,4.00,1.00,2.00,836.00
Haverhill,2,3,182.00,228.00,12.00,6.00,4.00,0.00,5.00,437.00
Haverhill,3,1,107.00,204.00,8.00,7.00,1.00,1.00,5.00,333.00
Haverhill,3,2,213.00,315.00,21.00,8.00,7.00,0.00,10.00,574.00
Haverhill,3,3,318.00,288.00,23.00,7.00,8.00,1.00,11.00,656.00
Haverhill,4,1,652.00,413.00,30.00,9.00,7.00,3.00,13.00,1127.00
Haverhill,4,2,741.00,459.00,40.00,12.00,9.00,0.00,18.00,1279.00
Haverhill,4,3,607.00,455.00,35.00,13.00,6.00,1.00,13.00,1130.00
Haverhill,5,1,507.00,452.00,39.00,7.00,8.00,0.00,16.00,1029.00
Haverhill,5,2,682.00,444.00,39.00,10.00,12.00,0.00,13.00,1200.00
Haverhill,5,3,868.00,445.00,27.00,10.00,6.00,1.00,9.00,1366.00
Haverhill,6,1,430.00,338.00,32.00,7.00,17.00,1.00,10.00,835.00
Haverhill,6,2,532.00,396.00,39.00,7.00,11.00,2.00,14.00,1001.00
Haverhill,6,3,628.00,431.00,37.00,13.00,5.00,3.00,13.00,1130.00
Haverhill,7,1,627.00,466.00,24.00,7.00,13.00,0.00,15.00,1152.00
Haverhill,7,2,496.00,376.00,26.00,8.00,3.00,0.00,9.00,918.00
Haverhill,7,3,759.00,415.00,30.00,4.00,5.00,1.00,12.00,1226.00
Hawley,-,1,57.00,73.00,8.00,2.00,5.00,1.00,0.00,146.00
Heath,-,1,114.00,165.00,18.00,11.00,2.00,0.00,3.00,313.00
Hingham,-,1,916.00,576.00,38.00,8.00,11.00,0.00,14.00,1563.00
Hingham,-,2,995.00,616.00,32.00,10.00,6.00,0.00,10.00,1669.00
Hingham,-,3,986.00,598.00,51.00,12.00,17.00,0.00,4.00,1668.00
Hingham,-,4,1131.00,515.00,38.00,1.00,15.00,0.00,12.00,1712.00
Hingham,-,5,784.00,381.00,26.00,9.00,1.00,0.00,6.00,1207.00
Hingham,-,5A,403.00,473.00,17.00,5.00,5.00,0.00,9.00,912.00
Hingham,-,6,1080.00,553.00,43.00,4.00,14.00,0.00,13.00,1707.00
Hinsdale,-,1,237.00,369.00,32.00,20.00,8.00,1.00,13.00,680.00
Holbrook,-,1,512.00,465.00,29.00,10.00,7.00,0.00,19.00,1042.00
Holbrook,-,2,653.00,429.00,34.00,9.00,11.00,2.00,28.00,1166.00
Holbrook,-,3,591.00,444.00,37.00,6.00,9.00,4.00,15.00,1106.00
Holbrook,-,4,481.00,462.00,38.00,15.00,11.00,1.00,25.00,1033.00
Holden,-,1,965.00,489.00,41.00,8.00,8.00,0.00,18.00,1529.00
Holden,-,2,994.00,536.00,48.00,8.00,5.00,0.00,12.00,1603.00
Holden,-,3,869.00,558.00,41.00,14.00,13.00,0.00,14.00,1509.00
Holden,-,4,1028.00,506.00,49.00,13.00,11.00,0.00,16.00,1623.00
Holden,-,5,1044.00,595.00,51.00,18.00,12.00,1.00,13.00,1734.00
Holland,-,1,538.00,271.00,54.00,14.00,13.00,1.00,21.00,912.00
Holliston,-,1,1017.00,638.00,51.00,9.00,6.00,1.00,9.00,1731.00
Holliston,-,2,836.00,678.00,49.00,11.00,3.00,1.00,15.00,1593.00
Holliston,-,3,691.00,688.00,30.00,3.00,6.00,1.00,12.00,1431.00
Holliston,-,4,775.00,524.00,42.00,8.00,11.00,5.00,17.00,1382.00
Holyoke,1,A,65.00,297.00,14.00,9.00,9.00,0.00,18.00,412.00
Holyoke,1,B,107.00,320.00,32.00,9.00,8.00,0.00,29.00,505.00
Holyoke,2,A,113.00,312.00,39.00,14.00,8.00,0.00,13.00,499.00
Holyoke,2,B,69.00,206.00,19.00,5.00,9.00,0.00,10.00,318.00
Holyoke,3,A,240.00,452.00,71.00,16.00,26.00,1.00,26.00,832.00
Holyoke,3,B,443.00,507.00,64.00,21.00,16.00,1.00,26.00,1078.00
Holyoke,4,A,77.00,253.00,18.00,7.00,5.00,0.00,9.00,369.00
Holyoke,4,B,127.00,376.00,34.00,9.00,15.00,0.00,16.00,577.00
Holyoke,5,A,690.00,513.00,116.00,21.00,25.00,0.00,17.00,1382.00
Holyoke,5,B,312.00,419.00,55.00,9.00,10.00,2.00,18.00,825.00
Holyoke,6,A,227.00,369.00,49.00,8.00,10.00,0.00,23.00,686.00
Holyoke,6,B,255.00,411.00,57.00,13.00,5.00,1.00,12.00,754.00
Holyoke,7,A,557.00,534.00,83.00,25.00,8.00,0.00,16.00,1223.00
Holyoke,7,B,359.00,539.00,81.00,15.00,11.00,1.00,19.00,1025.00
Hopedale,-,1,1406.00,863.00,79.00,19.00,13.00,0.00,15.00,2395.00
Hopkinton,-,1,954.00,596.00,39.00,4.00,15.00,1.00,5.00,1614.00
Hopkinton,-,2,920.00,544.00,39.00,13.00,16.00,0.00,6.00,1538.00
Hopkinton,-,3,948.00,552.00,36.00,11.00,12.00,0.00,6.00,1565.00
Hopkinton,-,4,932.00,551.00,36.00,11.00,13.00,1.00,14.00,1558.00
Hubbardston,-,1,1157.00,614.00,66.00,29.00,17.00,2.00,14.00,1899.00
Hudson,-,1,561.00,461.00,45.00,9.00,11.00,4.00,14.00,1105.00
Hudson,-,2,422.00,350.00,30.00,9.00,5.00,0.00,4.00,820.00
Hudson,-,3,680.00,413.00,43.00,12.00,8.00,4.00,17.00,1177.00
Hudson,-,4,727.00,434.00,31.00,4.00,9.00,0.00,8.00,1213.00
Hudson,-,5,724.00,517.00,38.00,6.00,6.00,2.00,8.00,1301.00
Hudson,-,6,386.00,335.00,25.00,9.00,6.00,1.00,9.00,771.00
Hudson,-,7,362.00,367.00,28.00,9.00,4.00,0.00,7.00,777.00
Hull,-,1,705.00,722.00,55.00,10.00,11.00,0.00,14.00,1517.00
Hull,-,2,664.00,568.00,55.00,12.00,6.00,0.00,12.00,1317.00
Hull,-,3,754.00,653.00,40.00,14.00,14.00,0.00,10.00,1485.00
Huntington,-,1,437.00,298.00,76.00,23.00,17.00,0.00,6.00,857.00
Ipswich,-,1,707.00,690.00,40.00,11.00,11.00,0.00,8.00,1467.00
Ipswich,-,2,874.00,724.00,57.00,15.00,9.00,0.00,11.00,1690.00
Ipswich,-,3,1015.00,466.00,41.00,4.00,4.00,0.00,11.00,1541.00
Ipswich,-,4,780.00,570.00,63.00,10.00,10.00,0.00,18.00,1451.00
Kingston,-,1,696.00,397.00,41.00,11.00,17.00,1.00,15.00,1178.00
Kingston,-,2,899.00,425.00,26.00,5.00,13.00,0.00,8.00,1376.00
Kingston,-,3,827.00,369.00,48.00,7.00,11.00,5.00,8.00,1275.00
Kingston,-,4,675.00,451.00,35.00,9.00,7.00,0.00,13.00,1190.00
Lakeville,-,1,834.00,379.00,46.00,13.00,2.00,1.00,10.00,1285.00
Lakeville,-,2,917.00,413.00,33.00,10.00,10.00,0.00,17.00,1400.00
Lakeville,-,3,967.00,440.00,58.00,11.00,7.00,2.00,26.00,1511.00
Lancaster,-,1,823.00,484.00,43.00,18.00,5.00,2.00,13.00,1388.00
Lancaster,-,2,834.00,552.00,45.00,20.00,11.00,3.00,22.00,1487.00
Lanesborough,-,1,312.00,558.00,26.00,29.00,9.00,1.00,15.00,950.00
Lawrence,A,1,159.00,397.00,14.00,6.00,7.00,1.00,18.00,602.00
Lawrence,A,2,80.00,347.00,4.00,7.00,5.00,0.00,48.00,491.00
Lawrence,A,3,191.00,305.00,11.00,3.00,6.00,2.00,14.00,532.00
Lawrence,A,4,134.00,349.00,6.00,4.00,6.00,1.00,29.00,529.00
Lawrence,B,1,156.00,484.00,9.00,7.00,13.00,0.00,71.00,740.00
Lawrence,B,2,81.00,420.00,8.00,4.00,8.00,1.00,36.00,558.00
Lawrence,B,3,116.00,476.00,9.00,9.00,9.00,1.00,31.00,651.00
Lawrence,B,4,138.00,518.00,15.00,6.00,6.00,3.00,97.00,783.00
Lawrence,C,1,69.00,304.00,6.00,3.00,3.00,1.00,27.00,413.00
Lawrence,C,2,186.00,415.00,15.00,2.00,7.00,2.00,9.00,636.00
Lawrence,C,3,51.00,376.00,7.00,2.00,3.00,0.00,13.00,452.00
Lawrence,C,4,71.00,446.00,6.00,7.00,5.00,2.00,55.00,592.00
Lawrence,D,1,154.00,396.00,9.00,2.00,5.00,0.00,16.00,582.00
Lawrence,D,2,63.00,425.00,5.00,2.00,6.00,0.00,17.00,518.00
Lawrence,D,3,76.00,311.00,8.00,4.00,6.00,0.00,30.00,435.00
Lawrence,D,4,81.00,326.00,8.00,3.00,1.00,0.00,12.00,431.00
